Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
An efficient in-memory analytics system based on persistent memory,https://ieeexplore.ieee.org/abstract/document/10020461/,2022.0,1,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Detectable sequential specifications for recoverable shared objects,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.DISC.2021.29,2021.0,13,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
"Tutorial: Specifying, Implementing, and Verifying Algorithms for Persistent Memory",https://dl.acm.org/doi/abs/10.1145/3293611.3338025,2019.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Cache-line transactions: Building blocks for persistent kernel data structures enabled by AspectC++,https://dl.acm.org/doi/abs/10.1145/3365137.3365396,2019.0,5,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
A NUMA-aware NVM file system design for manycore server applications,https://ieeexplore.ieee.org/abstract/document/9285968/,2020.0,7,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Workload-driven placement of column-store data structures on DRAM and NVM,https://dl.acm.org/doi/abs/10.1145/3465998.3466008,2021.0,11,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Evaluation of Intel 3D-Xpoint NVDIMM technology for memory-intensive genomic workloads,https://dl.acm.org/doi/abs/10.1145/3357526.3357528,2019.0,23,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Developing Index Structures in Persistent Memory Using Spot-on Optimizations with DRAM,https://dl.acm.org/doi/abs/10.1145/3629526.3645032,2024.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Buffered hash table: Leveraging dram to enhance hash indexes in the persistent memory,https://ieeexplore.ieee.org/abstract/document/9898543/,2022.0,1,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Poster: KDB: A Persistent Key-Value Data Store with Batch Updates and Snapshots,http://www.cs.put.poznan.pl/pawelw/pdf/middleware24b.pdf,2024.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
An Efficient Bucket Logging for Persistent Memory,https://link.springer.com/chapter/10.1007/978-3-030-85896-4_13,2021.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Graph preprocessing for in-memory vertex-centric graph computation on the Intel Optane DC persistent memory module,https://dspace.mit.edu/handle/1721.1/129228,2020.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Intel Optane Data Center Persistent Memory,https://ieeexplore.ieee.org/abstract/document/8875668/,,0,"""Optane"" ""Data+Structure""",No,not duplicate,,,
Evaluating persistent memory range indexes: Part two,https://dl.acm.org/doi/abs/10.14778/3551793.3551808,2022.0,24,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Brief announcement: Detectable sequential specifications for recoverable shared objects,https://dl.acm.org/doi/abs/10.1145/3465084.3467943,2021.0,13,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
A multi-hashing index for hybrid dram-nvm memory systems,https://www.sciencedirect.com/science/article/pii/S1383762122001047,2022.0,14,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Editorial for the special issue on memory architectures and systems for modern applications,https://link.springer.com/article/10.1007/s42514-022-00133-9,2022.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
DeNOVA: Deduplication extended nova file system,https://ieeexplore.ieee.org/abstract/document/9820647/,2022.0,11,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
PMap: A non-volatile lock-free hash map with open addressing,https://ieeexplore.ieee.org/abstract/document/9628805/,2021.0,5,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Optimizing memory-mapped {I/O} for fast storage devices,https://www.usenix.org/conference/atc20/presentation/papagiannis,2020.0,63,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Metall: A persistent memory allocator for data-centric analytics,https://www.sciencedirect.com/science/article/pii/S0167819122000114,2022.0,14,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
A brief primer on Persistent Memory Objects [4],https://derrickgreenspan.github.io/2023_extended_abstract_PMO.pdf,,0,"""Optane"" ""Data+Structure""",No,not duplicate,,,
Single-node partitioned-memory for huge graph analytics: cost and performance trade-offs,https://dl.acm.org/doi/abs/10.1145/3458817.3476156,2021.0,8,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
KLOCs: kernel-level object contexts for heterogeneous memory systems,https://dl.acm.org/doi/abs/10.1145/3445814.3446745,2021.0,27,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Jaaru: Efficiently Model Checking Persistent Memory Programs Extended Abstract,https://asplos-conference.org/abstracts/asplos21-paper544-extended_abstract.pdf,,0,"""Optane"" ""Data+Structure""",No,not duplicate,,,
NBTree: a lock-free PM-friendly persistent B+-tree for eADR-enabled PM systems,https://dl.acm.org/doi/abs/10.14778/3514061.3514066,2022.0,37,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
System measurement of Intel AEP Optane DIMM,https://arxiv.org/abs/2009.14469,2009.0,2,"""Optane"" ""Data+Structure""",No,not duplicate,,,
PerMA-bench: benchmarking persistent memory access,https://dl.acm.org/doi/abs/10.14778/3551793.3551807,2022.0,26,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Octopus+: An RDMA-Enabled Distributed Persistent Memory File System,https://dl.acm.org/doi/abs/10.1145/3448418,2021.0,283,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
{ROART}: Range-query optimized persistent {ART},https://www.usenix.org/conference/fast21/presentation/ma,2021.0,79,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
LiveGraph: A transactional graph storage system with purely sequential adjacency list scans,https://arxiv.org/abs/1910.05773,2019.0,94,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
HDNH: a read-efficient and write-optimized hashing scheme for hybrid DRAM-NVM memory,https://dl.acm.org/doi/abs/10.1145/3472456.3473515,2021.0,5,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Practical detectability for persistent lock-free data structures,https://arxiv.org/abs/2203.07621,2022.0,3,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Petra: Persistent transactional non-blocking linked data structures,https://dl.acm.org/doi/abs/10.1145/3446391,2021.0,5,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
A LLM Checkpointing System of the Hybrid Memory Architecture,https://ieeexplore.ieee.org/abstract/document/10885366/,2024.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Opt Tree: Optane DCPM 내부 버퍼를 활용한 쓰기 최적화 트리,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE10583576,2021.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Persistent memory hash indexes: An experimental evaluation,https://dl.acm.org/doi/abs/10.14778/3446095.3446101,2021.0,55,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Enabling Efficient NVM-Based Text Analytics without Decompression,https://ieeexplore.ieee.org/abstract/document/10597868/,2024.0,1,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
"Elimination (a, b)-trees with fast, durable updates",https://dl.acm.org/doi/abs/10.1145/3503221.3508441,2022.0,19,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Flatstore: An efficient log-structured key-value storage engine for persistent memory,https://dl.acm.org/doi/abs/10.1145/3373376.3378515,2020.0,195,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Benchmarking recoverable mutex locks,https://dl.acm.org/doi/abs/10.1145/3350755.3400269,2020.0,4,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Understanding the idiosyncrasies of real persistent memory,https://dl.acm.org/doi/abs/10.14778/3436905.3436921,2020.0,86,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
A Scalable Recoverable Skip List for Persistent Memory on NUMA Machines,https://uwspace.uwaterloo.ca/handle/10012/17657,2021.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Early Experience of Utilizing Persistent Memory for Database Bulk Loading,http://157.82.157.21/new/uploads/publication_file/file/981/FAST_22_WiP_PM_for_Bulkload.pdf,,0,"""Optane"" ""Data+Structure""",No,not duplicate,,,
Exploring performance characteristics of the optane 3d xpoint storage technology,https://dl.acm.org/doi/abs/10.1145/3372783,2020.0,48,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
DGAP: Efficient Dynamic Graph Analysis on Persistent Memory,https://ui.adsabs.harvard.edu/abs/2024arXiv240302665A/abstract,2024.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
TLBtree: A read/write-optimized tree index for non-volatile memory,https://ieeexplore.ieee.org/abstract/document/9458817/,2021.0,20,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Recoverable Software Combining,https://www.researchgate.net/profile/Nikolaos-Kallimanis/publication/360619869_Recoverable_Software_Combining/links/628214d1973bbb29cc82f6d0/Recoverable-Software-Combining.pdf,,0,"""Optane"" ""Data+Structure""",No,not duplicate,,,
uTree: a persistent B+-tree with low tail latency,https://dl.acm.org/doi/abs/10.14778/3407790.3407850,2020.0,88,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Future-based persistent spatial data structure for nvm-based manycore machines,https://ieeexplore.ieee.org/abstract/document/9926053/,2022.0,2,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Cache-coherent accelerators for persistent memory crash consistency,https://dl.acm.org/doi/abs/10.1145/3538643.3539752,2022.0,12,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
"Michael Henneckel (), Jeff Olivier², Tom Nabarro³, Liang Zhen¹®.",https://books.google.com/books?hl=en&lr=&id=XPPSEAAAQBAJ&oi=fnd&pg=PA353&dq=%27optane%27+%2B+%27data+structure%27&ots=TnJ9voBnjE&sig=NUrbunrUFFVeoLhESLIubs2ysTA,2023.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Cascade lake: Next generation intel xeon scalable processor,https://ieeexplore.ieee.org/abstract/document/8641463/,2019.0,97,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
A High-Performance Persistent Memory Key-Value Store with Near-Memory Compute,https://arxiv.org/abs/2104.06225,2021.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Accelerating In Situ Analysis using Non-volatile Memory,https://dl.acm.org/doi/abs/10.1145/3624062.3624176,2023.0,1,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
NV-QALSH: An NVM-optimized implementation of query-aware locality-sensitive hashing,https://link.springer.com/chapter/10.1007/978-3-030-86475-0_6,2021.0,4,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
MD-HM: memoization-based molecular dynamics simulations on big memory system,https://dl.acm.org/doi/abs/10.1145/3447818.3460365,2021.0,26,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
PFtree: Optimizing Persistent Adaptive Radix Tree for PM Systems on eADR Platform,https://link.springer.com/chapter/10.1007/978-3-031-30637-2_4,2023.0,1,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Persistent memory I/O primitives,https://dl.acm.org/doi/abs/10.1145/3329785.3329930,2019.0,126,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Evaluating persistent memory range indexes,https://dl.acm.org/doi/abs/10.14778/3372716.3372728,2019.0,139,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Dash: Scalable hashing on persistent memory,https://arxiv.org/abs/2003.07302,2003.0,183,"""Optane"" ""Data+Structure""",No,not duplicate,,,
Memory-Awareness: Boosting NVM Energy Efficiency and Endurance,http://nvmw.ucsd.edu/nvmw2024-program/nvmw2024-paper37-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""Data+Structure""",No,not duplicate,,,
"Tiered Storage in Modern Key-Value Stores: Performance, Storage-Efficiency, and Cost-Efficiency Considerations",https://ieeexplore.ieee.org/abstract/document/10488241/,2024.0,3,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
A survey of non-volatile main memory file systems,https://link.springer.com/article/10.1007/s11390-023-1054-3,2023.0,3,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
{NVLeak}:{Off-Chip}{Side-Channel} Attacks via {Non-Volatile} Memory Systems,https://www.usenix.org/conference/usenixsecurity23/presentation/wang-zixuan,2023.0,25,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
A Framework for Managing Heterogeneous Memory for Large Scale Machine Learning Workloads,https://search.proquest.com/openview/7fe6bb932a493abadd55a6f850efacf5/1?pq-origsite=gscholar&cbl=18750&diss=y,2022.0,0,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
Fast Nonblocking Persistence for Concurrent Data Structures,https://arxiv.org/abs/2105.09508,2021.0,8,"""Optane"" ""Data+Structure""",Yes,not duplicate,,,
