Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
An early evaluation of Intel's optane DC persistent memory module and its impact on high-performance scientific applications,https://dl.acm.org/doi/abs/10.1145/3295500.3356159,2019,93,"""Optane"" ""Database""",Yes,,,,
A large scale graph processing using Low Latency Optane SSD,https://www.researchgate.net/profile/Muhammad-Umair-18/publication/334049910_A_large_scale_graph_processing_using_Low_Latency_Optane_SSD/links/5f3a771f92851cd302fe1e55/A-large-scale-graph-processing-using-Low-Latency-Optane-SSD.pdf,2019,0,"""Optane"" ""Database""",Yes,,,,
High-availability in-memory key-value store using RDMA and Optane DCPMM,https://link.springer.com/article/10.1007/s11704-022-1123-8,2023,3,"""Optane"" ""Database""",Yes,,,,
Early Experience of Utilizing Persistent Memory for Database Bulk Loading,http://157.82.157.21/new/uploads/publication_file/file/981/FAST_22_WiP_PM_for_Bulkload.pdf,,0,"""Optane"" ""Database""",No,,,,
Technical Perspective: Scaling Dynamic Hash Tables on Real Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3471485.3471505,2021,0,"""Optane"" ""Database""",Yes,,,,
A performance study of optane persistent memory: from storage data structures' perspective,https://link.springer.com/article/10.1007/s42514-022-00123-x,2022,6,"""Optane"" ""Database""",Yes,,,,
Thread-specific Database Buffer Management in Multi-core NVM Storage Environments,http://nvmw.ucsd.edu/nvmw2021-program/nvmw2021-data/nvmw2021-paper5-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""Database""",No,,,,
Platform storage performance with 3D XPoint technology,https://ieeexplore.ieee.org/abstract/document/8003284/,2017,302,"""Optane"" ""Database""",No,,,,
Persistent memory research in the post-optane era,https://dl.acm.org/doi/abs/10.1145/3609308.3625268,2023,22,"""Optane"" ""Database""",Yes,,,,
{Side-Channel} Attacks on Optane Persistent Memory,https://www.usenix.org/conference/usenixsecurity23/presentation/liu-sihang,2023,23,"""Optane"" ""Database""",Yes,,,,
[C] BOPL: Batch Optimized Persistent List,,2019,0,"""Optane"" ""Database""",Yes,,,,
How to use persistent memory in your database,https://arxiv.org/abs/2112.00425,2021,10,"""Optane"" ""Database""",Yes,,,,
NF-Log: Revisiting Log Writes in Relational Database for Efficient Persistent Memory Utilization,https://dl.acm.org/doi/abs/10.1145/3555776.3577733,2023,0,"""Optane"" ""Database""",Yes,,,,
[C] Efficient state management with persistent memory,,2024,2,"""Optane"" ""Database""",Yes,,,,
Towards MRAM Byte-Addressable Persistent Memory in Edge Database Systems.,https://ceur-ws.org/Vol-3462/ADMS3.pdf,2023,0,"""Optane"" ""Database""",Yes,,,,
Persistent memory I/O primitives,https://dl.acm.org/doi/abs/10.1145/3329785.3329930,2019,126,"""Optane"" ""Database""",Yes,,,,
Designing a persistent-memory-native storage engine for SQL database systems,https://ieeexplore.ieee.org/abstract/document/9628842/,2021,1,"""Optane"" ""Database""",Yes,,,,
Improving database performance by leveraging network-assisted logging,https://www.sciencedirect.com/science/article/pii/S0167739X25000809,2025,0,"""Optane"" ""Database""",Yes,,,,
Optimizing in-memory database engine for AI-powered on-line decision augmentation using persistent memory,https://dl.acm.org/doi/abs/10.14778/3446095.3446102,2021,30,"""Optane"" ""Database""",Yes,,,,
System evaluation of the intel optane byte-addressable nvm,https://dl.acm.org/doi/abs/10.1145/3357526.3357568,2019,166,"""Optane"" ""Database""",Yes,,,,
A comprehensive empirical study of file systems on optane persistent memory,https://ieeexplore.ieee.org/abstract/document/9605448/,2021,2,"""Optane"" ""Database""",Yes,,,,
NVMulator: A configurable open-source non-volatile memory emulator for FPGAs,https://link.springer.com/chapter/10.1007/978-3-031-42921-7_3,2023,2,"""Optane"" ""Database""",Yes,,,,
Architecting Heterogeneous Memory Systems with DRAM Technology Only: A Case Study on Relational Database,https://ieeexplore.ieee.org/abstract/document/9307020/,2020,1,"""Optane"" ""Database""",Yes,,,,
Performance evaluation of the intel optane dc memory with scientific benchmarks,https://ieeexplore.ieee.org/abstract/document/8946136/,2019,20,"""Optane"" ""Database""",Yes,,,,
PnP: Rethinking Page Placement and Persistence Mechanisms to Support the new Intel Optane DC Persistent Memory,https://www.dpss.inesc-id.pt/~jpbarreto/data/uploads/thesis/miguel-marques-midterm.pdf,,0,"""Optane"" ""Database""",No,,,,
A NUMA-aware Graph Database for Hybrid Memory System,https://ieeexplore.ieee.org/abstract/document/10491661/,2023,1,"""Optane"" ""Database""",Yes,,,,
Single-node partitioned-memory for huge graph analytics: cost and performance trade-offs,https://dl.acm.org/doi/abs/10.1145/3458817.3476156,2021,8,"""Optane"" ""Database""",Yes,,,,
X-SSD: A storage system with native support for database logging and replication,https://dl.acm.org/doi/abs/10.1145/3514221.3526188,2022,22,"""Optane"" ""Database""",Yes,,,,
Disaggregated database systems,https://dl.acm.org/doi/abs/10.1145/3555041.3589403,2023,20,"""Optane"" ""Database""",Yes,,,,
Intel optane dcpmm and serverless computing,https://arxiv.org/abs/2109.11021,2021,3,"""Optane"" ""Database""",Yes,,,,
NF-log: Revisiting log writes in relational database for efficient persistent memory utilization,https://s-space.snu.ac.kr/handle/10371/187783,2022,0,"""Optane"" ""Database""",Yes,,,,
An Efficient Bucket Logging for Persistent Memory,https://link.springer.com/chapter/10.1007/978-3-030-85896-4_13,2021,0,"""Optane"" ""Database""",Yes,,,,
"{SpanDB}: A fast,{Cost-Effective}{LSM-tree} based {KV} store on hybrid storage",https://www.usenix.org/conference/fast21/presentation/chen-hao,2021,116,"""Optane"" ""Database""",Yes,,,,
PSL-DB: 비휘발성 메모리 환경에서 스킵리스트를 이용한 LSM-tree 최적화: PSL-DB: non volatile memory-optimized LSM-tree with skiplist,https://www.dbpia.co.kr/journal/detail?nodeId=T15659922,2020,0,"""Optane"" ""Database""",Yes,,,,
The preliminary evaluation of a hypervisor-based virtualization mechanism for intel optane dc persistent memory module,https://arxiv.org/abs/1907.12014,1907,19,"""Optane"" ""Database""",No,,,,
A Novel Index-Organized Storage Model for Hybrid DRAM-PM Main Memory Database Systems,https://www.researchsquare.com/article/rs-5286510/latest,2024,0,"""Optane"" ""Database""",Yes,,,,
A read-efficient and write-optimized hash table for Intel Optane DC Persistent Memory,https://www.sciencedirect.com/science/article/pii/S0167739X24003297,2024,1,"""Optane"" ""Database""",Yes,,,,
A Novel Index-Organized Data Layout for Hybrid DRAM-PM Main Memory Database Systems,https://www.researchsquare.com/article/rs-5249532/latest,2024,0,"""Optane"" ""Database""",Yes,,,,
[CITATION] Using Intel Optane DC Persistent Memory with Oracle TimesTen In-Memory Database,,2020,2,"""Optane"" ""Database""",Yes,,,,
Persistent B+-Tree index evaluation over heterogeneous DRAM/NVM systems,https://dspace.lib.ntua.gr/xmlui/bitstream/handle/123456789/58581/thesis_skovola_upload.pdf?sequence=1,2024,0,"""Optane"" ""Database""",Yes,,,,
Extending Memory Capacity in Modern Consumer Systems With Emerging Non-Volatile Memory: Experimental Analysis and Characterization Using the Intel Optane …,https://ieeexplore.ieee.org/abstract/document/10258271/,2023,2,"""Optane"" ""Database""",Yes,,,,
ZTBP: eBPF-Driven Analysis for Improved Random Read Performance in ZNS Devices via DB Clustering,https://ieeexplore.ieee.org/abstract/document/10628420/,2024,0,"""Optane"" ""Database""",Yes,,,,
Towards an unwritten contract of intel optane {SSD},https://www.usenix.org/conference/hotstorage19/presentation/wu-kan,2019,92,"""Optane"" ""Database""",Yes,,,,
PSL-DB: 비휘발성 메모리 환경에서 스킵리스트를 이용한 LSM-Tree 최적화,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE09366401,2020,0,"""Optane"" ""Database""",Yes,,,,
The Embedded IoT Time Series Database for Hybrid Solid‐State Storage System,https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/9948533,2021,8,"""Optane"" ""Database""",Yes,,,,
Special issue on the best papers of DaMoN 2019,https://link.springer.com/article/10.1007/s00778-020-00629-2,2020,0,"""Optane"" ""Database""",Yes,,,,
Persistent memory disaggregation for cloud-native relational databases,https://dl.acm.org/doi/abs/10.1145/3582016.3582055,2023,17,"""Optane"" ""Database""",Yes,,,,
SaS: SSD as SQL database system,https://dl.acm.org/doi/abs/10.14778/3461535.3461538,2021,13,"""Optane"" ""Database""",Yes,,,,
Radiant: efficient page table management for tiered memory systems,https://dl.acm.org/doi/abs/10.1145/3459898.3463907,2021,25,"""Optane"" ""Database""",Yes,,,,
Early evaluation of intel optane non-volatile memory with hpc i/o workloads,https://arxiv.org/abs/1708.02199,2017,34,"""Optane"" ""Database""",No,,,,
An efficient in-memory analytics system based on persistent memory,https://ieeexplore.ieee.org/abstract/document/10020461/,2022,1,"""Optane"" ""Database""",Yes,,,,
An Empirical Evaluation and Analysis of Performance of Multiple Optane SSDs,https://ieeexplore.ieee.org/abstract/document/9333865/,2021,4,"""Optane"" ""Database""",Yes,,,,
Zen: A high-throughput log-free OLTP engine for non-volatile main memory,https://dl.acm.org/doi/abs/10.14778/3446095.3446105,2021,36,"""Optane"" ""Database""",Yes,,,,
Adapting database components to heterogeneous environments,https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/679438/8/koutsoukos_thesis.pdf,2024,0,"""Optane"" ""Database""",Yes,,,,
[CITATION] Persistent memory performance in vSphere 6.7,,2019,2,"""Optane"" ""Database""",Yes,,,,
Building blocks for persistent memory: How to get the most out of your new memory?,https://link.springer.com/article/10.1007/s00778-020-00622-9,2020,39,"""Optane"" ""Database""",Yes,,,,
Extending In-Memory OLTP with Persistent Memory.,https://www.adms-conf.org/2021-camera-ready/avni_adms21.pdf,2021,2,"""Optane"" ""Database""",Yes,,,,
[C] Guest post: Intel Optane and in-memory databases,,2018,2,"""Optane"" ""Database""",No,,,,
"Tiered Storage in Modern Key-Value Stores: Performance, Storage-Efficiency, and Cost-Efficiency Considerations",https://ieeexplore.ieee.org/abstract/document/10488241/,2024,3,"""Optane"" ""Database""",Yes,,,,
"Leveraging NVMe SSDs for building a fast, cost-effective, LSM-tree-based KV store",https://dl.acm.org/doi/abs/10.1145/3480963,2021,19,"""Optane"" ""Database""",Yes,,,,
Revisiting persistent indexing structures on Intel Optane DC persistent memory,https://link.springer.com/article/10.1007/s11390-020-9871-0,2021,8,"""Optane"" ""Database""",Yes,,,,
Rethinking key-value store for byte-addressable optane persistent memory,https://dl.acm.org/doi/abs/10.1145/3489517.3530535,2022,3,"""Optane"" ""Database""",Yes,,,,
Has intel created a universal memory technology?[news],https://ieeexplore.ieee.org/abstract/document/7906883/,2017,41,"""Optane"" ""Database""",No,,,,
Flexhm: A practical system for heterogeneous memory with flexible and efficient performance optimizations,https://dl.acm.org/doi/abs/10.1145/3565885,2022,5,"""Optane"" ""Database""",Yes,,,,
Design of Database Systems with DRAM-only Heterogeneous Memory Architecture,https://ieeexplore.ieee.org/abstract/document/9101540/,2020,1,"""Optane"" ""Database""",Yes,,,,
Scalable Global Grid catalogue for LHC Run3 and beyond,https://arxiv.org/abs/1704.05272,2017,1,"""Optane"" ""Database""",No,,,,
Hemem: Scalable tiered memory management for big data applications and real nvm,https://dl.acm.org/doi/abs/10.1145/3477132.3483550,2021,131,"""Optane"" ""Database""",Yes,,,,
Hiengine: How to architect a cloud-native memory-optimized database engine,https://dl.acm.org/doi/abs/10.1145/3514221.3526043,2022,11,"""Optane"" ""Database""",Yes,,,,
Ncredis: An nvm-optimized redis with memory caching,https://link.springer.com/chapter/10.1007/978-3-030-86475-0_7,2021,7,"""Optane"" ""Database""",Yes,,,,
Spitfire: A three-tier buffer manager for volatile and non-volatile memory,https://dl.acm.org/doi/abs/10.1145/3448016.3452819,2021,60,"""Optane"" ""Database""",Yes,,,,
Disperse Access Considered Energy Inefficiency in Intel Optane DC Persistent Memory Servers,https://ieeexplore.ieee.org/abstract/document/9355739/,2020,0,"""Optane"" ""Database""",Yes,,,,
Scalable global grid catalogue for Run3 and beyond,https://iopscience.iop.org/article/10.1088/1742-6596/898/9/092006/meta,2017,0,"""Optane"" ""Database""",No,,,,
On the Discontinuation of Persistent Memory: Looking Back to Look Forward,https://par.nsf.gov/servlets/purl/10431674,2023,1,"""Optane"" ""Database""",Yes,,,,
P-massive: a real-time search engine for a multi-terabyte mass spectrometry database,https://ieeexplore.ieee.org/abstract/document/10046108/,2022,8,"""Optane"" ""Database""",Yes,,,,
"The past, present and future of indexing on persistent memory",https://dl.acm.org/doi/abs/10.14778/3554821.3554897,2022,16,"""Optane"" ""Database""",Yes,,,,
Memory-optimized multi-version concurrency control for disk-based database systems,https://dl.acm.org/doi/abs/10.14778/3551793.3551832,2022,10,"""Optane"" ""Database""",Yes,,,,
정보과학회논문지 7 월호,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE09414778,,0,"""Optane"" ""Database""",No,,,,
Next generation storage: Non-Volatile Memory,https://www.neliti.com/publications/333010/next-generation-storage-non-volatile-memory,2024,0,"""Optane"" ""Database""",Yes,,,,
Spmfs: A scalable persistent memory file system on optane persistent memory,https://dl.acm.org/doi/abs/10.1145/3472456.3472503,2021,10,"""Optane"" ""Database""",Yes,,,,
A new NVM device driver for IoT time series database,https://www.mdpi.com/2072-666X/13/3/385,2022,3,"""Optane"" ""Database""",Yes,,,,
The art of latency hiding in modern database engines,https://dl.acm.org/doi/abs/10.14778/3632093.3632117,2023,13,"""Optane"" ""Database""",Yes,,,,
Persistent memory as an effective alternative to random access memory in metagenome assembly,https://link.springer.com/article/10.1186/s12859-022-05052-8,2022,2,"""Optane"" ""Database""",Yes,,,,
DOMe: A deduplication optimization method for the NewSQL database backups,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0185189,2017,5,"""Optane"" ""Database""",No,,,,
Declog: Decentralized logging in non-volatile memory for time series database systems,https://dl.acm.org/doi/abs/10.14778/3617838.3617839,2023,3,"""Optane"" ""Database""",Yes,,,,
Hybrid data layouts for tiered HTAP databases with pareto-optimal data placements,https://ieeexplore.ieee.org/abstract/document/8509249/,2018,33,"""Optane"" ""Database""",No,,,,
Challenges and solutions for fast remote persistent memory access,https://dl.acm.org/doi/abs/10.1145/3419111.3421294,2020,60,"""Optane"" ""Database""",Yes,,,,
Integrating Non-Volatile Main Memory in a Deterministic Database,https://dl.acm.org/doi/abs/10.1145/3552326.3567494,2023,2,"""Optane"" ""Database""",Yes,,,,
Performance Analytics of Graph Algorithms Using Intel Optane DC Persistent Memory,https://search.proquest.com/openview/59840d772290d600c1b8a7f566c93e15/1?pq-origsite=gscholar&cbl=18750&diss=y,2021,0,"""Optane"" ""Database""",Yes,,,,
Understanding the performance of persistent memory range indexes,https://summit.sfu.ca/_flysystem/fedora/2023-03/etd22342.pdf,2023,0,"""Optane"" ""Database""",Yes,,,,
A scalable recoverable skip list for persistent memory,https://dl.acm.org/doi/abs/10.1145/3409964.3461819,2021,9,"""Optane"" ""Database""",Yes,,,,
Database Kernels: Seamless Integration of Database Systems and Fast Storage via CXL.,https://exascale.info/assets/pdf/lee2024cidr.pdf,2024,16,"""Optane"" ""Database""",Yes,,,,
Autotm: Automatic tensor movement in heterogeneous memory systems using integer linear programming,https://dl.acm.org/doi/abs/10.1145/3373376.3378465,2020,91,"""Optane"" ""Database""",Yes,,,,
The TRaCaR Ratio: Selecting the Right Storage Technology for Active Dataset-Serving Databases,https://arxiv.org/abs/2006.14793,2006,1,"""Optane"" ""Database""",No,,,,
Assise: performance and availability via NVM colocation in a distributed file system,https://arxiv.org/abs/1910.05106,2019,8,"""Optane"" ""Database""",Yes,,,,
CINDA: Using Cache-Coherent Interconnects for Accelerating Databases by Enabling Near-Data Processing of Update Transactions,https://ieeexplore.ieee.org/abstract/document/10949789/,2025,0,"""Optane"" ""Database""",Yes,,,,
HATree: a hotness-aware tree index with in-node hotspot cache for NVM/DRAM-based hybrid memory architecture,https://link.springer.com/chapter/10.1007/978-3-031-00123-9_44,2022,4,"""Optane"" ""Database""",Yes,,,,
Accelerating mono and multi-column selection predicates in modern main-memory database systems,https://repo.bibliothek.uni-halle.de/handle/1981185920/14079,2019,4,"""Optane"" ""Database""",Yes,,,,
Optimizing databases by learning hidden parameters of solid state drives,https://dl.acm.org/doi/abs/10.14778/3372716.3372724,2019,13,"""Optane"" ""Database""",Yes,,,,
A NUMA-aware Key-Value Store for Hybrid Memory Architecture,https://ieeexplore.ieee.org/abstract/document/9798134/,2022,2,"""Optane"" ""Database""",Yes,,,,
{NVLeak}:{Off-Chip}{Side-Channel} Attacks via {Non-Volatile} Memory Systems,https://www.usenix.org/conference/usenixsecurity23/presentation/wang-zixuan,2023,25,"""Optane"" ""Database""",Yes,,,,
"A survey on persistent memory indexes: Recent advances, challenges and opportunities",https://www.sciencedirect.com/science/article/pii/S1383762124000778,2024,1,"""Optane"" ""Database""",Yes,,,,
MB2: decomposed behavior modeling for self-driving database management systems,https://dl.acm.org/doi/abs/10.1145/3448016.3457276,2021,53,"""Optane"" ""Database""",Yes,,,,
PiBench online: interactive benchmarking of persistent memory indexes,https://dl.acm.org/doi/abs/10.14778/3415478.3415483,2020,2,"""Optane"" ""Database""",Yes,,,,
Selective caching: a persistent memory approach for multi-dimensional index structures,https://link.springer.com/article/10.1007/s10619-021-07327-0,2022,7,"""Optane"" ""Database""",Yes,,,,
Optimizing large-scale plasma simulations on persistent memory-based heterogeneous memory with effective data placement across memory hierarchy,https://dl.acm.org/doi/abs/10.1145/3447818.3460356,2021,23,"""Optane"" ""Database""",Yes,,,,
Cascade lake: Next generation intel xeon scalable processor,https://ieeexplore.ieee.org/abstract/document/8641463/,2019,97,"""Optane"" ""Database""",Yes,,,,
Building Scalable Dynamic Hash Tables on Persistent Memory,http://nvmw.ucsd.edu/nvmw2021-program/nvmw2021-data/nvmw2021-paper21-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""Database""",No,,,,
PM-Rtree: A highly-efficient crash-consistent r-tree for persistent memory,https://dl.acm.org/doi/abs/10.1145/3538712.3538713,2022,7,"""Optane"" ""Database""",Yes,,,,
Evaluating persistent memory range indexes: Part two,https://dl.acm.org/doi/abs/10.14778/3551793.3551808,2022,24,"""Optane"" ""Database""",Yes,,,,
HeuristicDB: a hybrid storage database system using a non-volatile memory block device,https://dl.acm.org/doi/abs/10.1145/3456727.3463774,2021,8,"""Optane"" ""Database""",Yes,,,,
Hybrid-Memcached: A Novel Approach for Memcached Persistence Optimization With Hybrid Memory,https://ieeexplore.ieee.org/abstract/document/10492614/,2024,0,"""Optane"" ""Database""",Yes,,,,
Accelerating database workloads with DM-writecache and persistent memory,https://dl.acm.org/doi/abs/10.1145/3297663.3309669,2019,6,"""Optane"" ""Database""",Yes,,,,
Zen+: a robust NUMA-aware OLTP engine optimized for non-volatile main memory,https://link.springer.com/article/10.1007/s00778-022-00737-1,2023,8,"""Optane"" ""Database""",Yes,,,,
Farview: Disaggregated memory with operator off-loading for database engines,https://arxiv.org/abs/2106.07102,2021,74,"""Optane"" ""Database""",Yes,,,,
Databases in edge and fog environments: A survey,https://dl.acm.org/doi/abs/10.1145/3666001,2024,9,"""Optane"" ""Database""",Yes,,,,
Asynchronous I/O Persistence for In-Memory Database Servers: Leveraging io_uring,https://books.google.com/books?hl=en&lr=&id=I8AxEQAAQBAJ&oi=fnd&pg=PA11&dq=%27optane%27+%2B+%27database%27&ots=wKelCAw4SD&sig=ORKOjUl-EGP46V7jcCtXNBsTrTc,2024,0,"""Optane"" ""Database""",Yes,,,,
PM-blade: A persistent memory augmented LSM-tree storage for database,https://ieeexplore.ieee.org/abstract/document/10184789/,2023,4,"""Optane"" ""Database""",Yes,,,,
Flatlsm: write-optimized lsm-tree for pm-based kv stores,https://dl.acm.org/doi/abs/10.1145/3579855,2023,7,"""Optane"" ""Database""",Yes,,,,
JIT happens: Transactional Graph Processing in Persistent Memory meets Just-In-Time Compilation.,https://www.academia.edu/download/80795384/p67.pdf,2021,18,"""Optane"" ""Database""",Yes,,,,
DANSEN: Database acceleration on native computational storage by exploiting NDP,https://dl.acm.org/doi/abs/10.1145/3655625,2024,1,"""Optane"" ""Database""",Yes,,,,
Write Behind Logging (WBL): Optimizing LSM-Tree based Key-Value Store with Persistent Memory,https://s-space.snu.ac.kr/handle/10371/187790,2022,0,"""Optane"" ""Database""",Yes,,,,
Graph preprocessing for in-memory vertex-centric graph computation on the Intel Optane DC persistent memory module,https://dspace.mit.edu/handle/1721.1/129228,2020,0,"""Optane"" ""Database""",Yes,,,,
Drop it in like it's hot: An analysis of persistent memory as a drop-in replacement for nvme ssds,https://dl.acm.org/doi/abs/10.1145/3465998.3466010,2021,15,"""Optane"" ""Database""",Yes,,,,
FOR SAS ANALYTICS,https://www.vexata.com/wp-content/uploads/2017/09/Vexata_SAS_SB1006_LR_4.5.pdf,2021,7,"""Optane"" ""Database""",Yes,,,,
Asynchronous I/O Persistence for In-Memory Database Servers: Leveraging io_uring to Optimize Redis Persistence,https://link.springer.com/chapter/10.1007/978-3-031-77153-8_2,2024,1,"""Optane"" ""Database""",Yes,,,,
"Research on High-Performance Framework of Big Data Acquisition, Storage and Application for Warfare Simulation",https://ieeexplore.ieee.org/abstract/document/10594023/,2024,1,"""Optane"" ""Database""",Yes,,,,
13.13 IDEMA,https://link.springer.com/content/pdf/10.1007/978-3-658-35973-7.pdf#page=306,,0,"""Optane"" ""Database""",No,,,,
Characterizing and modeling non-volatile memory systems,https://ieeexplore.ieee.org/abstract/document/9251957/,2020,125,"""Optane"" ""Database""",Yes,,,,
{FORD}: Fast one-sided {RDMA-based} distributed transactions for disaggregated persistent memory,https://www.usenix.org/conference/fast22/presentation/zhang-ming,2022,66,"""Optane"" ""Database""",Yes,,,,
SAP HANA Data Volume Management,https://arxiv.org/abs/2305.17723,2023,3,"""Optane"" ""Database""",Yes,,,,
Flutist: Parallelizing Transaction Processing for LSM-Tree-Based Relational Database,https://link.springer.com/chapter/10.1007/978-981-97-7238-4_29,2024,0,"""Optane"" ""Database""",Yes,,,,
Understanding bulk-bitwise processing in-memory through database analytics,https://ieeexplore.ieee.org/abstract/document/10255629/,2023,8,"""Optane"" ""Database""",Yes,,,,
Multi-Clock Snapshot Isolation Concurrency Control for NVM Database,https://ieeexplore.ieee.org/abstract/document/9802875/,2022,1,"""Optane"" ""Database""",Yes,,,,
"Challenges and future directions for energy, latency, and lifetime improvements in NVMs",https://link.springer.com/article/10.1007/s10619-022-07421-x,2023,21,"""Optane"" ""Database""",Yes,,,,
A spatial index for hybrid storage,https://dl.acm.org/doi/abs/10.1145/3331076.3331091,2019,7,"""Optane"" ""Database""",Yes,,,,
Optimizing Data Stream Processing Pipelines: Using In-Memory DB and Change Data Capture for Low-Latency Enrichment,https://www.researchgate.net/profile/Purshotam-Yadav/publication/382889644_Optimizing_Data_Stream_Processing_Pipelines_Using_In-Memory_DB_and_Change_Data_Capture_for_Low_-Latency_Enrichment/links/66b2050a299c327096b3b364/Optimizing-Data-Stream-Processing-Pipelines-Using-In-Memory-DB-and-Change-Data-Capture-for-Low-Latency-Enrichment.pdf,,0,"""Optane"" ""Database""",No,,,,
LATTE: A native table engine on NVMe storage,https://ieeexplore.ieee.org/abstract/document/9101472/,2020,10,"""Optane"" ""Database""",Yes,,,,
Compiler and system for resilient distributed heterogeneous graph analytics,https://repositories.lib.utexas.edu/items/ceebc166-27cc-4008-a1d3-3e0a1b3ea50f,2020,0,"""Optane"" ""Database""",Yes,,,,
On the implications of heterogeneous memory tiering on spark in-memory analytics,https://ieeexplore.ieee.org/abstract/document/10196534/,2023,3,"""Optane"" ""Database""",Yes,,,,
Evaluating persistent memory range indexes,https://dl.acm.org/doi/abs/10.14778/3372716.3372728,2019,139,"""Optane"" ""Database""",Yes,,,,
