Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
CADedup: High-performance consistency-aware deduplication based on persistent memory,https://ieeexplore.ieee.org/abstract/document/9978314/,2022,4,"""Optane"" ""Index+Structure""",Yes,,,,
Lock-free high-performance hashing for persistent memory via PM-aware holistic optimization,https://dl.acm.org/doi/abs/10.1145/3561651,2022,5,"""Optane"" ""Index+Structure""",Yes,,,,
PACTree: A High Performance Persistent Range Index Using PAC Guidelines,https://rs3lab.github.io/assets/papers/2021/kim:pactree.pdf,2021,0,"""Optane"" ""Index+Structure""",Yes,,,,
Alter: Towards Optimizing Persistent Indexes in Hybrid Memory Systems,https://ieeexplore.ieee.org/abstract/document/9644692/,2021,0,"""Optane"" ""Index+Structure""",Yes,,,,
NV-QALSH: An NVM-optimized implementation of query-aware locality-sensitive hashing,https://link.springer.com/chapter/10.1007/978-3-030-86475-0_6,2021,4,"""Optane"" ""Index+Structure""",Yes,,,,
Building blocks for persistent memory: How to get the most out of your new memory?,https://link.springer.com/article/10.1007/s00778-020-00622-9,2020,39,"""Optane"" ""Index+Structure""",Yes,,,,
GPU4FS: A Graphics Processor-Accelerated File System,https://os.itec.kit.edu/downloads/2022_MA_Maucher_GPU4FS.pdf,2022,1,"""Optane"" ""Index+Structure""",Yes,,,,
ctFS: Converting File Index Traversals to Hardware Memory Translation through Contiguous File Allocation for Persistent Memory,https://www.usenix.org/sites/default/files/login_0.pdf,2022,0,"""Optane"" ""Index+Structure""",Yes,,,,
Dash: Scalable hashing on persistent memory,https://arxiv.org/abs/2003.07302,2003,183,"""Optane"" ""Index+Structure""",No,,,,
[CITATION] Efficient state management with persistent memory,,2024,2,"""Optane"" ""Index+Structure""",Yes,,,,
Design considerations of A novel distributed key-value store for new storage,https://ieeexplore.ieee.org/abstract/document/9912261/,2022,3,"""Optane"" ""Index+Structure""",Yes,,,,
{Side-Channel} Attacks on Optane Persistent Memory,https://www.usenix.org/conference/usenixsecurity23/presentation/liu-sihang,2023,23,"""Optane"" ""Index+Structure""",Yes,,,,
PhaST: Hierarchical Concurrent Log-Free Skip List for Persistent Memory,https://ieeexplore.ieee.org/abstract/document/9772399/,2022,11,"""Optane"" ""Index+Structure""",Yes,,,,
Cutting learned index into pieces: An in-depth inquiry into updatable learned indexes,https://ieeexplore.ieee.org/abstract/document/10184769/,2023,10,"""Optane"" ""Index+Structure""",Yes,,,,
Exploring performance characteristics of the optane 3d xpoint storage technology,https://dl.acm.org/doi/abs/10.1145/3372783,2020,48,"""Optane"" ""Index+Structure""",Yes,,,,
HR-Tree: A Hybrid PMem-DRAM and Write-Optimized R-Tree for Spatial Data Storage,https://link.springer.com/chapter/10.1007/978-981-96-1093-8_8,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Technical Perspective: Scaling Dynamic Hash Tables on Real Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3471485.3471505,2021,0,"""Optane"" ""Index+Structure""",Yes,,,,
E2-NVM: A Memory-Aware Write Scheme to Improve Energy Efficiency and Write Endurance of NVMs using Variational Autoencoders.,https://tuzijun111.github.io/paper/E2_NVM.pdf,2023,3,"""Optane"" ""Index+Structure""",Yes,,,,
ESH: Design and Implementation of an Optimal Hashing Scheme for Persistent Memory,https://www.mdpi.com/2076-3417/13/20/11528,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
CANRT: A Client-Active NVM-Based Radix Tree for Fast Remote Access,https://link.springer.com/chapter/10.1007/978-3-030-60245-1_30,2020,0,"""Optane"" ""Index+Structure""",Yes,,,,
{NVLeak}:{Off-Chip}{Side-Channel} Attacks via {Non-Volatile} Memory Systems,https://www.usenix.org/conference/usenixsecurity23/presentation/wang-zixuan,2023,25,"""Optane"" ""Index+Structure""",Yes,,,,
BushStore: Efficient B+ Tree Group Indexing for LSM-Tree in Non-Volatile Memory,https://ieeexplore.ieee.org/abstract/document/10597680/,2024,3,"""Optane"" ""Index+Structure""",Yes,,,,
Cascade mapping: Optimizing memory efficiency for flash-based key-value caching,https://dl.acm.org/doi/abs/10.1145/3267809.3267847,2018,18,"""Optane"" ""Index+Structure""",No,,,,
Efficient and Scalable Hashing Scheme for Persistent Memory,https://s-space.snu.ac.kr/bitstream/10371/193327/1/000000174535.pdf,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
Optimizing Structural Modification Operation for B+-Tree on Byte-Addressable Devices,https://ieeexplore.ieee.org/abstract/document/10818134/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Ggnn: Graph-based gpu nearest neighbor search,https://ieeexplore.ieee.org/abstract/document/9739943/,2022,68,"""Optane"" ""Index+Structure""",Yes,,,,
Hybrid-Memcached: A Novel Approach for Memcached Persistence Optimization With Hybrid Memory,https://ieeexplore.ieee.org/abstract/document/10492614/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Rwort: A read and write optimized radix tree for persistent memory,https://ieeexplore.ieee.org/abstract/document/10360996/,2023,3,"""Optane"" ""Index+Structure""",Yes,,,,
ThanosKV: A Holistic Approach to Utilize NVM for LSM-tree based Key-Value Stores,https://ieeexplore.ieee.org/abstract/document/10488272/,2024,5,"""Optane"" ""Index+Structure""",Yes,,,,
SPIRIT: Scalable and Persistent In-Memory Indices for Real-Time Search,https://shbakram.github.io/assets/papers/tacoSPIRITfinal2024.pdf,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
{REMIX}: Efficient Range Query for {LSM-trees},https://www.usenix.org/conference/fast21/presentation/zhong,2021,63,"""Optane"" ""Index+Structure""",Yes,,,,
Don't Persist All: Efficient Persistent Data Structures,https://arxiv.org/abs/1905.13011,1905,9,"""Optane"" ""Index+Structure""",No,,,,
Disco: A Compact Index for LSM-trees,https://dl.acm.org/doi/abs/10.1145/3709683,2025,0,"""Optane"" ""Index+Structure""",Yes,,,,
NEHASH: high-concurrency extendible hashing for non-volatile memory,https://link.springer.com/article/10.1631/fitee.2200462,2023,1,"""Optane"" ""Index+Structure""",Yes,,,,
{Write-Optimized} and {High-Performance} hashing index scheme for persistent memory,https://www.usenix.org/conference/osdi18/presentation/zuo,2018,234,"""Optane"" ""Index+Structure""",No,,,,
Bridging the latency gap between NVM and DRAM for latency-bound operations,https://dl.acm.org/doi/abs/10.1145/3329785.3329917,2019,51,"""Optane"" ""Index+Structure""",Yes,,,,
Prism: Optimizing key-value store for modern heterogeneous storage devices,https://dl.acm.org/doi/abs/10.1145/3575693.3575722,2023,22,"""Optane"" ""Index+Structure""",Yes,,,,
NV-QALSH+: Locality-Sensitive Hashing Optimized for Non-volatile Memory,https://link.springer.com/chapter/10.1007/978-981-97-2421-5_17,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
An efficient in-memory analytics system based on persistent memory,https://ieeexplore.ieee.org/abstract/document/10020461/,2022,1,"""Optane"" ""Index+Structure""",Yes,,,,
Characterizing and modeling non-volatile memory systems,https://ieeexplore.ieee.org/abstract/document/9251957/,2020,125,"""Optane"" ""Index+Structure""",Yes,,,,
Turbohash: A hash table for key-value store on persistent memory,https://dl.acm.org/doi/abs/10.1145/3579370.3594766,2023,6,"""Optane"" ""Index+Structure""",Yes,,,,
Fast and Scalable Text Search using Non-Volatile Main Memory,https://shbakram.github.io/assets/papers/honors-thesis-adi.pdf,2022,0,"""Optane"" ""Index+Structure""",Yes,,,,
Pipelined Query Processing Using Non-volatile Memory SSDs,https://link.springer.com/chapter/10.1007/978-3-030-60290-1_35,2020,0,"""Optane"" ""Index+Structure""",Yes,,,,
{GPHash}: An Efficient Hash Index for {GPU} with {Byte-Granularity} Persistent Memory,https://www.usenix.org/conference/fast25/presentation/chen-menglei,2025,0,"""Optane"" ""Index+Structure""",Yes,,,,
BPF for storage: an exokernel-inspired approach,https://dl.acm.org/doi/abs/10.1145/3458336.3465290,2021,32,"""Optane"" ""Index+Structure""",Yes,,,,
Persistent memory object storage and indexing for scientific computing,https://ieeexplore.ieee.org/abstract/document/9306949/,2020,12,"""Optane"" ""Index+Structure""",Yes,,,,
Performance Analytics of Graph Algorithms Using Intel Optane DC Persistent Memory,https://search.proquest.com/openview/59840d772290d600c1b8a7f566c93e15/1?pq-origsite=gscholar&cbl=18750&diss=y,2021,0,"""Optane"" ""Index+Structure""",Yes,,,,
Kvell: the design and implementation of a fast persistent key-value store,https://dl.acm.org/doi/abs/10.1145/3341301.3359628,2019,187,"""Optane"" ""Index+Structure""",Yes,,,,
HiLSM: An LSM-based key-value store for hybrid NVM-SSD storage systems,https://dl.acm.org/doi/abs/10.1145/3387902.3392621,2020,31,"""Optane"" ""Index+Structure""",Yes,,,,
{FlatFS}: Flatten Hierarchical File System Namespace on Non-volatile Memories,https://www.usenix.org/conference/atc22/presentation/cai,2022,8,"""Optane"" ""Index+Structure""",Yes,,,,
"Performance, Energy and NVM Lifetime-Aware Data Structure Refinement and Placement for Heterogeneous Memory Systems",https://dl.acm.org/doi/abs/10.1145/3736174,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
TrieKV: A High-Performance Key-Value Store Design with Memory as Its First-Class Citizen,https://ieeexplore.ieee.org/abstract/document/10704015/,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
Enabling high-performance and secure userspace nvm file systems with the trio architecture,https://dl.acm.org/doi/abs/10.1145/3600006.3613171,2023,16,"""Optane"" ""Index+Structure""",Yes,,,,
Exploring Architectural Implications to Boost Performance forin-NVM B+-tree,https://kms.shanghaitech.edu.cn/handle/2MSLDSTB/241127,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
"NVTraverse: in NVRAM data structures, the destination is more important than the journey",https://dl.acm.org/doi/abs/10.1145/3385412.3386031,2020,82,"""Optane"" ""Index+Structure""",Yes,,,,
[CITATION] Viper: An efficient hybrid PMem-DRAM key-value store,,2021,103,"""Optane"" ""Index+Structure""",Yes,,,,
Athena: High-performance sparse tensor contraction sequence on heterogeneous memory,https://dl.acm.org/doi/abs/10.1145/3447818.3460355,2021,26,"""Optane"" ""Index+Structure""",Yes,,,,
NRHI: A concurrent non-rehashing hash index for persistent memory,https://ieeexplore.ieee.org/abstract/document/9643738/,2021,1,"""Optane"" ""Index+Structure""",Yes,,,,
Efficient Caching For Non-Volatile Memory-Backed Search Indices,https://shbakram.github.io/assets/papers/honors-thesis-kilrain.pdf,2022,0,"""Optane"" ""Index+Structure""",Yes,,,,
HyR-tree: a spatial index for hybrid flash/3D XPoint storage,https://link.springer.com/article/10.1007/s00521-021-05804-2,2023,5,"""Optane"" ""Index+Structure""",Yes,,,,
Enabling write-reduction multiversion scheme with efficient dual-range query over NVRAM,https://ieeexplore.ieee.org/abstract/document/9415528/,2021,1,"""Optane"" ""Index+Structure""",Yes,,,,
The Embedded IoT Time Series Database for Hybrid Solid‐State Storage System,https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/9948533,2021,8,"""Optane"" ""Index+Structure""",Yes,,,,
A LLM Checkpointing System of the Hybrid Memory Architecture,https://ieeexplore.ieee.org/abstract/document/10885366/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
A server bypass architecture for hopscotch hashing key–value store on DRAM-NVM memories,https://www.sciencedirect.com/science/article/pii/S1383762122002624,2023,6,"""Optane"" ""Index+Structure""",Yes,,,,
"BonsaiKV: Towards fast, scalable, and persistent key-value stores with tiered, heterogeneous memory system",https://dl.acm.org/doi/abs/10.14778/3636218.3636228,2023,4,"""Optane"" ""Index+Structure""",Yes,,,,
"Design of a Resilient, High-Throughput, Persistent Storage System for the ATLAS Phase-II DAQ System",https://www.epj-conferences.org/articles/epjconf/abs/2021/05/epjconf_chep2021_04014/epjconf_chep2021_04014.html,2021,3,"""Optane"" ""Index+Structure""",Yes,,,,
A NUMA-aware NVM file system design for manycore server applications,https://ieeexplore.ieee.org/abstract/document/9285968/,2020,7,"""Optane"" ""Index+Structure""",Yes,,,,
ctFs: Eliminating File Indexing with Contiguous File System on Persistent Memory,https://search.proquest.com/openview/73a2e2151a3e00fdf1799911ec37ad78/1?pq-origsite=gscholar&cbl=18750&diss=y,2022,0,"""Optane"" ""Index+Structure""",Yes,,,,
Anifilter: parallel and failure-atomic cuckoo filter for non-volatile memories,https://dl.acm.org/doi/abs/10.1145/3342195.3387528,2020,4,"""Optane"" ""Index+Structure""",Yes,,,,
A New IoT Storage System Based on Raw NVM,https://ieeexplore.ieee.org/abstract/document/10020847/,2022,2,"""Optane"" ""Index+Structure""",Yes,,,,
A study of R-Tree performance in hybrid flash/3DXPoint storage,https://ieeexplore.ieee.org/abstract/document/8900716/,2019,9,"""Optane"" ""Index+Structure""",Yes,,,,
A Write-Optimized PM-oriented B+-tree with Aligned Flush and Selective Migration,https://ieeexplore.ieee.org/abstract/document/10491679/,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
"Reno: An RDMA-enabled, non-volatile memory-optimized key-value store",https://ieeexplore.ieee.org/abstract/document/9763827/,2021,2,"""Optane"" ""Index+Structure""",Yes,,,,
Learning How To Learn Within An LSM-based Key-Value Store.,https://ask.qcloudimg.com/draft/7204468/99sshep11x.pdf,2020,0,"""Optane"" ""Index+Structure""",Yes,,,,
p2KVS: a portable 2-dimensional parallelizing framework to improve scalability of key-value stores on SSDs,https://dl.acm.org/doi/abs/10.1145/3492321.3519567,2022,12,"""Optane"" ""Index+Structure""",Yes,,,,
Brief announcement: Towards a theory of wear leveling in persistent data structures,https://dl.acm.org/doi/abs/10.1145/3519270.3538457,2022,1,"""Optane"" ""Index+Structure""",Yes,,,,
"HAPIC: A Scalable, Lightweight and Reactive Cache for Persistent-Memory-Based Index",https://ieeexplore.ieee.org/abstract/document/10323608/,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
Zen+: a robust NUMA-aware OLTP engine optimized for non-volatile main memory,https://link.springer.com/article/10.1007/s00778-022-00737-1,2023,8,"""Optane"" ""Index+Structure""",Yes,,,,
ZBTree: A Fast and Scalable B-Tree for Persistent Memory,https://ieeexplore.ieee.org/abstract/document/10638243/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
CHash: A High Cost-Performance Hash Design for CXL-based Disaggregated Memory System,https://dl.acm.org/doi/abs/10.1145/3711698,2025,0,"""Optane"" ""Index+Structure""",Yes,,,,
MOSIQS: Persistent memory object storage with metadata indexing and querying for scientific computing,https://ieeexplore.ieee.org/abstract/document/9448213/,2021,12,"""Optane"" ""Index+Structure""",Yes,,,,
Reaping the performance of fast {NVM} storage with {uDepot},https://www.usenix.org/conference/fast19/presentation/kourtis,2019,84,"""Optane"" ""Index+Structure""",Yes,,,,
Sorting on Byte-Addressable Storage: The Resurgence of Tree Structure,https://dl.acm.org/doi/abs/10.14778/3648160.3648185,2024,2,"""Optane"" ""Index+Structure""",Yes,,,,
Evaluating intel 3d-xpoint nvdimm persistent memory in the context of a key-value store,https://ieeexplore.ieee.org/abstract/document/9238605/,2020,6,"""Optane"" ""Index+Structure""",Yes,,,,
When Learned Indexes Meet Persistent Memory: The Analysis and the Optimization,https://ieeexplore.ieee.org/abstract/document/10373914/,2023,1,"""Optane"" ""Index+Structure""",Yes,,,,
19th USENIX Conference on File and Storage Technologies (FAST'21),https://www.usenix.org/sites/default/files/fast21_full-proceedings.pdf,2021,0,"""Optane"" ""Index+Structure""",Yes,,,,
Understanding the idiosyncrasies of real persistent memory,https://dl.acm.org/doi/abs/10.14778/3436905.3436921,2020,86,"""Optane"" ""Index+Structure""",Yes,,,,
SOAR: improved indexing for approximate nearest neighbor search,https://proceedings.neurips.cc/paper_files/paper/2023/hash/0973524e02a712af33325d0688ae6f49-Abstract-Conference.html,2023,20,"""Optane"" ""Index+Structure""",Yes,,,,
Octopus+: An RDMA-Enabled Distributed Persistent Memory File System,https://dl.acm.org/doi/abs/10.1145/3448418,2021,283,"""Optane"" ""Index+Structure""",Yes,,,,
"Elimination (a, b)-trees with fast, durable updates",https://dl.acm.org/doi/abs/10.1145/3503221.3508441,2022,19,"""Optane"" ""Index+Structure""",Yes,,,,
NStore: A High-Performance NUMA-Aware Key-Value Store for Hybrid PM-DRAM Memory,https://ieeexplore.ieee.org/abstract/document/10761975/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Dow-kv: A dpu-offloaded and write-optimized key-value store on disaggregated persistent memory,https://ieeexplore.ieee.org/abstract/document/10319972/,2023,4,"""Optane"" ""Index+Structure""",Yes,,,,
Revisiting PM-based B-Tree with Persistent CPU Cache,https://ieeexplore.ieee.org/abstract/document/10458428/,2024,2,"""Optane"" ""Index+Structure""",Yes,,,,
Detectable sequential specifications for recoverable shared objects,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.DISC.2021.29,2021,13,"""Optane"" ""Index+Structure""",Yes,,,,
Atomic but Lazy Updating with Memory-mapped Files for Persistent Memory,https://ieeexplore.ieee.org/abstract/document/10136994/,2023,1,"""Optane"" ""Index+Structure""",Yes,,,,
"Challenges and future directions for energy, latency, and lifetime improvements in NVMs",https://link.springer.com/article/10.1007/s10619-022-07421-x,2023,21,"""Optane"" ""Index+Structure""",Yes,,,,
pmmeter: A microbenchmark for understanding synchronization cost on persistent memory,https://ieeexplore.ieee.org/abstract/document/10066607/,2023,1,"""Optane"" ""Index+Structure""",Yes,,,,
Observations on porting in-memory kv stores to persistent memory,https://arxiv.org/abs/2002.02017,2002,2,"""Optane"" ""Index+Structure""",No,,,,
DILI: A distribution-driven learned index,https://dl.acm.org/doi/abs/10.14778/3598581.3598593,2023,22,"""Optane"" ""Index+Structure""",Yes,,,,
Disperse Access Considered Energy Inefficiency in Intel Optane DC Persistent Memory Servers,https://ieeexplore.ieee.org/abstract/document/9355739/,2020,0,"""Optane"" ""Index+Structure""",Yes,,,,
Morphtree: a polymorphic main-memory learned index for dynamic workloads,https://link.springer.com/article/10.1007/s00778-023-00823-y,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
Parallel External Sorting of ASCII Records Using Learned Models,https://arxiv.org/abs/2305.05671,2023,3,"""Optane"" ""Index+Structure""",Yes,,,,
"Libra: A space-efficient, high-performance inline deduplication for emerging hybrid storage system",https://ieeexplore.ieee.org/abstract/document/10491880/,2023,1,"""Optane"" ""Index+Structure""",Yes,,,,
ZTBP: eBPF-Driven Analysis for Improved Random Read Performance in ZNS Devices via DB Clustering,https://ieeexplore.ieee.org/abstract/document/10628420/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
"A survey of LSM-Tree based Indexes, Data Systems and KV-stores",https://ieeexplore.ieee.org/abstract/document/10482249/,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
APCache: An Adaptive Postings Cache in Heterogeneous Memory for Storage-Resident Search Indices,https://shbakram.github.io/assets/papers/honors-thesis-anson.pdf,2025,0,"""Optane"" ""Index+Structure""",Yes,,,,
Frozenhot cache: Rethinking cache management for modern hardware,https://dl.acm.org/doi/abs/10.1145/3552326.3587446,2023,19,"""Optane"" ""Index+Structure""",Yes,,,,
SCIPIS: Scalable and concurrent persistent indexing and search in high-end computing systems,https://www.sciencedirect.com/science/article/pii/S074373152400042X,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
Limon: A Scalable and Stable Key-Value Engine for Fast NVMe Devices,https://ieeexplore.ieee.org/abstract/document/10145832/,2023,2,"""Optane"" ""Index+Structure""",Yes,,,,
PHPRX: An Efficient Hash Table for Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3409964.3461820,2021,2,"""Optane"" ""Index+Structure""",Yes,,,,
Performance and protection in the ZoFS user-space NVM file system,https://dl.acm.org/doi/abs/10.1145/3341301.3359637,2019,136,"""Optane"" ""Index+Structure""",Yes,,,,
{PIMLex}: A {High-Performance} Learned Index with {Processing-in-Memory},https://www.usenix.org/conference/fast25/presentation/cui,2025,0,"""Optane"" ""Index+Structure""",Yes,,,,
NVMSorting: Efficient Sorting on Non-Volatile Memory.,https://ksiresearch.org/seke/seke21paper/paper141.pdf,2021,3,"""Optane"" ""Index+Structure""",Yes,,,,
LeanStore: A High-Performance Storage Engine for NVMe SSDs,https://dl.acm.org/doi/abs/10.14778/3685800.3685915,2024,2,"""Optane"" ""Index+Structure""",Yes,,,,
Blaze: Fast graph processing on fast SSDs,https://ieeexplore.ieee.org/abstract/document/10046050/,2022,9,"""Optane"" ""Index+Structure""",Yes,,,,
A Data Optimizer for Region-Aware Self-describing Files in Scientific Computing,https://dl.acm.org/doi/abs/10.1145/3698038.3698526,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
HeterMM: applying in-DRAM index to heterogeneous memory-based key-value stores,https://link.springer.com/article/10.1007/s11704-024-3713-0,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
JIT happens: Transactional Graph Processing in Persistent Memory meets Just-In-Time Compilation.,https://www.academia.edu/download/80795384/p67.pdf,2021,18,"""Optane"" ""Index+Structure""",Yes,,,,
P-massive: a real-time search engine for a multi-terabyte mass spectrometry database,https://ieeexplore.ieee.org/abstract/document/10046108/,2022,8,"""Optane"" ""Index+Structure""",Yes,,,,
Optimizing the performance of consistency-aware deduplication using persistent memory,https://ieeexplore.ieee.org/abstract/document/10375769/,2023,3,"""Optane"" ""Index+Structure""",Yes,,,,
Fogcached: a DRAM/NVMM hybrid KVS server for edge computing,https://search.ieice.org/bin/summary.php?id=e104-d_12_2089,2021,1,"""Optane"" ""Index+Structure""",Yes,,,,
"Poseidon: Safe, fast and scalable persistent memory allocator",https://dl.acm.org/doi/abs/10.1145/3423211.3425671,2020,29,"""Optane"" ""Index+Structure""",Yes,,,,
Metall: A persistent memory allocator for data-centric analytics,https://www.sciencedirect.com/science/article/pii/S0167819122000114,2022,14,"""Optane"" ""Index+Structure""",Yes,,,,
Space-efficient and high-performance inline deduplication for emerging hybrid storage system with Libra+,https://www.sciencedirect.com/science/article/pii/S1383762124000742,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Accelerating mono and multi-column selection predicates in modern main-memory database systems,https://repo.bibliothek.uni-halle.de/handle/1981185920/14079,2019,4,"""Optane"" ""Index+Structure""",Yes,,,,
PetaKV: building efficient key-value store for file system metadata on persistent memory,https://ieeexplore.ieee.org/abstract/document/9999527/,2022,4,"""Optane"" ""Index+Structure""",Yes,,,,
"Exploiting Flat Namespace to Improve File System Metadata Performance on Ultra-Fast, Byte-Addressable NVMs",https://dl.acm.org/doi/abs/10.1145/3620673,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
Enabling low tail latency on multicore key-value stores,https://dl.acm.org/doi/abs/10.14778/3384345.3384356,2020,39,"""Optane"" ""Index+Structure""",Yes,,,,
PMEH: A Parallel and Write-Optimized Extendible Hashing for Persistent Memory,https://ieeexplore.ieee.org/abstract/document/10111079/,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
HashTag: Fast Lookup in a Persistent Memory File System,https://ieeexplore.ieee.org/abstract/document/9926368/,2022,0,"""Optane"" ""Index+Structure""",Yes,,,,
Workload-aware log-structured merge key-value store for nvm-ssd hybrid storage,https://ieeexplore.ieee.org/abstract/document/10184519/,2023,12,"""Optane"" ""Index+Structure""",Yes,,,,
Maximizing persistent memory bandwidth utilization for OLAP workloads,https://dl.acm.org/doi/abs/10.1145/3448016.3457292,2021,73,"""Optane"" ""Index+Structure""",Yes,,,,
ReoFS: A Read-Efficient and Write-Optimized File System for Persistent Memory,https://ieeexplore.ieee.org/abstract/document/9376188/,2020,0,"""Optane"" ""Index+Structure""",Yes,,,,
BPF for storage: an exokernel-inspired approach,https://arxiv.org/abs/2102.12922,2021,7,"""Optane"" ""Index+Structure""",Yes,,,,
TieredHM: Hotspot-Optimized Hash Indexing for Memory-Semantic SSD-Based Hybrid Memory,https://ieeexplore.ieee.org/abstract/document/10400899/,2024,2,"""Optane"" ""Index+Structure""",Yes,,,,
KDB: A Persistent Key-Value Data Store with Batch Updates and Snapshots,https://dl.acm.org/doi/pdf/10.1145/3704440.3704790,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Revisiting log-structured merging for kv stores in hybrid memory systems,https://dl.acm.org/doi/abs/10.1145/3575693.3575715,2023,17,"""Optane"" ""Index+Structure""",Yes,,,,
HTStore: A High-Performance Mixed Index Based Key-Value Store for Update-Intensive Workloads,https://link.springer.com/chapter/10.1007/978-981-97-2387-4_34,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
LodgeTree: A Last-Level Distributed and Surrogate Buffer Tree for Non-Volatile Memories,https://ranger.uta.edu/~jiang/publication/Conferences/2024/MSST24(LodgeTree).pdf,,0,"""Optane"" ""Index+Structure""",No,,,,
비휘발성 메모리 인덱스 성능 분석,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE09874718,2020,0,"""Optane"" ""Index+Structure""",Yes,,,,
LOFT: A Lock-free and Adaptive Learned Index with High Scalability for Dynamic Workloads,https://dl.acm.org/doi/abs/10.1145/3689031.3717458,2025,0,"""Optane"" ""Index+Structure""",Yes,,,,
An Efficient Bucket Logging for Persistent Memory,https://link.springer.com/chapter/10.1007/978-3-030-85896-4_13,2021,0,"""Optane"" ""Index+Structure""",Yes,,,,
