Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
Don't forget the NVDIMM-N: The Performance Evaluation on NVDIMM-N and DCPMM,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11113254,2022,0,"""Optane"" ""Database""",Yes,,,,
An investigation of performance problems with msync () system calls on filesystem DAX,https://dl.acm.org/doi/abs/10.1145/3456727.3463831,2021,0,"""Optane"" ""Database""",Yes,,,,
"1 „Representation and Curation of Knowledge Graphs with Embeddings “von Nitisha Jain, Hasso-Plattner-Institut an der Universität Potsdam, Oktober 2023",https://link.springer.com/article/10.1007/s13222-024-00465-6,,0,"""Optane"" ""Database""",No,,,,
On the Discontinuation of Persistent Memory: Looking Back to Look Forward,https://par.nsf.gov/servlets/purl/10431674,2023,1,"""Optane"" ""Database""",Yes,,,,
NV-QALSH: An NVM-optimized implementation of query-aware locality-sensitive hashing,https://link.springer.com/chapter/10.1007/978-3-030-86475-0_6,2021,4,"""Optane"" ""Database""",Yes,,,,
Workload-Driven Data Placement for Tierless In-Memory Database Systems,https://dl.gi.de/items/b878e72a-c9c4-410e-814b-5a6d158be075,2023,3,"""Optane"" ""Database""",Yes,,,,
Assise: performance and availability via NVM colocation in a distributed file system,https://arxiv.org/abs/1910.05106,2019,8,"""Optane"" ""Database""",Yes,,,,
A LLC-Friendly LSM-tree,https://ieeexplore.ieee.org/abstract/document/10631124/,2024,0,"""Optane"" ""Database""",Yes,,,,
Optimizing databases by learning hidden parameters of solid state drives,https://dl.acm.org/doi/abs/10.14778/3372716.3372724,2019,13,"""Optane"" ""Database""",Yes,,,,
Hockey: A hybrid pmem-ssd storage engine for analytical database,https://dl.acm.org/doi/abs/10.1145/3511808.3557165,2022,1,"""Optane"" ""Database""",Yes,,,,
[C] Persistent memory-and shared cache architecture-based high-performance database,,2023,0,"""Optane"" ""Database""",Yes,,,,
NVM-based energy and cost efficient hpc clusters,https://dl.acm.org/doi/abs/10.1145/3488423.3519330,2025,3,"""Optane"" ""Database""",Yes,,,,
Persistent memory as an effective alternative to random access memory in metagenome assembly,https://link.springer.com/article/10.1186/s12859-022-05052-8,2022,2,"""Optane"" ""Database""",Yes,,,,
Dash: Scalable hashing on persistent memory,https://arxiv.org/abs/2003.07302,2003,183,"""Optane"" ""Database""",No,,,,
What we can learn from persistent memory for cxl,https://dl.gi.de/items/ba3b1c7a-a5bc-4424-89fd-d4b8caa278a8,2023,11,"""Optane"" ""Database""",Yes,,,,
Analysis of Interference between RDMA and Local Access on Hybrid Memory System,https://arxiv.org/abs/2008.12501,2008,0,"""Optane"" ""Database""",No,,,,
Benchmarking Hardware Options,https://link.springer.com/chapter/10.1007/978-1-4842-4008-3_6,2018,0,"""Optane"" ""Database""",No,,,,
"Self-Driving Database Management Systems: Forecasting, Modeling, and Planning",http://reports-archive.adm.cs.cmu.edu/anon/anon/2021/CMU-CS-21-134.pdf,2021,3,"""Optane"" ""Database""",Yes,,,,
Towards persistent memory based stateful serverless computing for big data applications,https://people.cs.vt.edu/lyuze/files/pm_serverless.pdf,2023,1,"""Optane"" ""Database""",Yes,,,,
Introduction to Huawei Cloud Database GaussDB,https://link.springer.com/chapter/10.1007/978-981-19-3032-4_8,2022,0,"""Optane"" ""Database""",Yes,,,,
Persistent memory disaggregation for cloud-native relational databases,https://dl.acm.org/doi/abs/10.1145/3582016.3582055,2023,17,"""Optane"" ""Database""",Yes,,,,
Exploiting Directly-Attached NVMe Arrays in DBMS.,https://www.vldb.org/cidrdb/papers/2020/p16-haas-cidr20.pdf,2020,73,"""Optane"" ""Database""",Yes,,,,
Emerging usage and evaluation of low latency FLASH,https://ieeexplore.ieee.org/abstract/document/9108145/,2020,12,"""Optane"" ""Database""",Yes,,,,
Maximizing persistent memory bandwidth utilization for OLAP workloads,https://dl.acm.org/doi/abs/10.1145/3448016.3457292,2021,73,"""Optane"" ""Database""",Yes,,,,
Redesigning Data and Metadata Updates in PM File Systems with Persistent CPU Caches,https://link.springer.com/chapter/10.1007/978-981-97-5572-1_33,2024,1,"""Optane"" ""Database""",Yes,,,,
LazyDB: I/O Optimization of Blockchain Storage System Based on Non-Volatile Memory,https://ieeexplore.ieee.org/abstract/document/10235363/,2023,0,"""Optane"" ""Database""",Yes,,,,
Understanding and Optimizing Large-scale Plasma Simulations on Persistent Memory-based Systems,http://www.pasalabs.org/papers/2020/IPDPS21_WarpX_Optane.pdf,,0,"""Optane"" ""Database""",No,,,,
The TRaCaR Ratio: Selecting the Right Storage Technology for Active Dataset-Serving Databases,https://arxiv.org/abs/2006.14793,2006,1,"""Optane"" ""Database""",No,,,,
Demystifying the performance of hpc scientific applications on nvm-based memory systems,https://ieeexplore.ieee.org/abstract/document/9139816/,2020,26,"""Optane"" ""Database""",Yes,,,,
The Storage Architecture of Intel's Data Management Platform ({{DMP}}),https://www.usenix.org/conference/vault19/presentation/cohen,2019,0,"""Optane"" ""Database""",Yes,,,,
Assise: Performance and Availability via Client-local NVM in a Distributed File System Thomas E. Anderson1 Marco Canini2 Jongyul Kim3 Dejan Kostic4 Youngjin …,https://sands.kaust.edu.sa/papers/assise.osdi20.pdf,,0,"""Optane"" ""Database""",No,,,,
19th USENIX Conference on File and Storage Technologies (FAST'21),https://www.usenix.org/sites/default/files/fast21_full-proceedings.pdf,2021,0,"""Optane"" ""Database""",Yes,,,,
"Database Systems for Advanced Applications: 26th International Conference, DASFAA 2021, Taipei, Taiwan, April 11–14, 2021, Proceedings, Part I",https://books.google.com/books?hl=en&lr=&id=-9MnEAAAQBAJ&oi=fnd&pg=PR5&dq=%22optane%22+%2B+%22database%22&ots=PNXcH0Ebub&sig=7zhM7wpQWYU0GpIOfnR6ExIXsUU,2021,3,"""Optane"" ""Database""",Yes,,,,
Evaluating Persistent Memory Range Indexes: Part Two [Extended Version],https://arxiv.org/abs/2201.13047,2022,1,"""Optane"" ""Database""",Yes,,,,
Benchmarking in-memory database,https://link.springer.com/article/10.1007/s11704-016-5366-0,2016,4,"""Optane"" ""Database""",No,,,,
Reh: redesigning extendible hashing for commercial non-volatile memory,https://ieeexplore.ieee.org/abstract/document/9774546/,2022,3,"""Optane"" ""Database""",Yes,,,,
{NVLeak}:{Off-Chip}{Side-Channel} Attacks via {Non-Volatile} Memory Systems,https://www.usenix.org/conference/usenixsecurity23/presentation/wang-zixuan,2023,25,"""Optane"" ""Database""",Yes,,,,
Hybrid Databases Systems and Artificial Intelligent Monitoring Program,https://www.researchgate.net/profile/Shahzaib-Qumber-2/publication/326648685_Hybrid_Databases_Systems_and_Artificial_Intelligent_Monitoring_Program/links/5b5ae29d0f7e9bc79a6715cb/Hybrid-Databases-Systems-and-Artificial-Intelligent-Monitoring-Program,,0,"""Optane"" ""Database""",No,,,,
Analyzing I/O Characteristics of Time-Series Data Using High Performance Storage Devices,https://ieeexplore.ieee.org/abstract/document/10305082/,2023,0,"""Optane"" ""Database""",Yes,,,,
Optimizing memory-mapped {I/O} for fast storage devices,https://www.usenix.org/conference/atc20/presentation/papagiannis,2020,63,"""Optane"" ""Database""",Yes,,,,
LiveGraph: A transactional graph storage system with purely sequential adjacency list scans,https://arxiv.org/abs/1910.05773,2019,94,"""Optane"" ""Database""",Yes,,,,
{FORD}: Fast one-sided {RDMA-based} distributed transactions for disaggregated persistent memory,https://www.usenix.org/conference/fast22/presentation/zhang-ming,2022,66,"""Optane"" ""Database""",Yes,,,,
Challenges and Considerations in Data Recovery from Solid State Media: A Comparative Analysis with Traditional Devices,https://ieeexplore.ieee.org/abstract/document/10538524/,2023,0,"""Optane"" ""Database""",Yes,,,,
JIT happens: Transactional Graph Processing in Persistent Memory meets Just-In-Time Compilation.,https://www.academia.edu/download/80795384/p67.pdf,2021,18,"""Optane"" ""Database""",Yes,,,,
Efficient atomic durability on eADR-enabled persistent memory,https://dl.acm.org/doi/abs/10.1145/3559009.3569676,2022,4,"""Optane"" ""Database""",Yes,,,,
Optimizing B+-tree for hybrid memory with in-node hotspot cache and eADR awareness,https://link.springer.com/article/10.1007/s11704-023-3344-x,2024,4,"""Optane"" ""Database""",Yes,,,,
Hybrid data layouts for tiered HTAP databases with pareto-optimal data placements,https://ieeexplore.ieee.org/abstract/document/8509249/,2018,33,"""Optane"" ""Database""",No,,,,
Indexing on Non-volatile Memory,https://link.springer.com/content/pdf/10.1007/978-3-031-47627-3.pdf,2023,4,"""Optane"" ""Database""",Yes,,,,
Performance Analysis of Real-Time Big Data Search Platform Based on High-Capacity Persistent Memory,https://koreascience.kr/article/JAKO202325443300107.page,2023,2,"""Optane"" ""Database""",Yes,,,,
A NUMA-aware Key-Value Store for Hybrid Memory Architecture,https://ieeexplore.ieee.org/abstract/document/9798134/,2022,2,"""Optane"" ""Database""",Yes,,,,
Pm-based persistent key value stores: a survey,https://ieeexplore.ieee.org/abstract/document/9943868/,2022,3,"""Optane"" ""Database""",Yes,,,,
Assise: Performance and Availability via Client-local NVM in a Distributed File System,https://wreda.github.io/papers/assise-osdi20.pdf,2020,0,"""Optane"" ""Database""",Yes,,,,
EHS: An Efficient Hashing Scheme for Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3555776.3577850,2023,0,"""Optane"" ""Database""",Yes,,,,
Zen+: a robust NUMA-aware OLTP engine optimized for non-volatile main memory,https://link.springer.com/article/10.1007/s00778-022-00737-1,2023,8,"""Optane"" ""Database""",Yes,,,,
비휘발성 메모리 환경에서 인메모리 키밸류 스토어의 성능 비용 간 트레이드-오프 분석,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE09874918,2020,0,"""Optane"" ""Database""",Yes,,,,
Bridging the latency gap between NVM and DRAM for latency-bound operations,https://dl.acm.org/doi/abs/10.1145/3329785.3329917,2019,51,"""Optane"" ""Database""",Yes,,,,
How does updatable learned index perform on non-volatile main memory?,https://ieeexplore.ieee.org/abstract/document/9438717/,2021,10,"""Optane"" ""Database""",Yes,,,,
Architecting ddr5 dram caches for non-volatile memory systems,https://dl.acm.org/doi/abs/10.1145/3489517.3530570,2022,3,"""Optane"" ""Database""",Yes,,,,
Fussycache: A caching mechanism for emerging storage hierarchies,https://ieeexplore.ieee.org/abstract/document/9407317/,2020,6,"""Optane"" ""Database""",Yes,,,,
Optimizing the page hotness measurement with re-fault latency for tiered memory systems,https://ieeexplore.ieee.org/abstract/document/9736522/,2022,7,"""Optane"" ""Database""",Yes,,,,
Integer compression in NVRAM-centric data stores: Comparative experimental analysis to DRAM,https://dl.acm.org/doi/abs/10.1145/3329785.3329923,2019,11,"""Optane"" ""Database""",Yes,,,,
"{ArchTM}:{Architecture-Aware}, high performance transaction for persistent memory",https://www.usenix.org/conference/fast21/presentation/wu-kai,2021,31,"""Optane"" ""Database""",Yes,,,,
Cori: Dancing to the right beat of periodic data movements over hybrid memory systems,https://ieeexplore.ieee.org/abstract/document/9460495/,2021,31,"""Optane"" ""Database""",Yes,,,,
Ziggurat: A tiered file system for {Non-Volatile} main memories and disks,https://www.usenix.org/conference/fast19/presentation/zheng,2019,141,"""Optane"" ""Database""",Yes,,,,
In Situ Visualization With Temporal Caching,https://ieeexplore.ieee.org/abstract/document/9388894/,2021,8,"""Optane"" ""Database""",Yes,,,,
"Real-time analytics, hybrid transactional/analytical processing, in-memory data management, and non-volatile memory",https://ieeexplore.ieee.org/abstract/document/9394173/,2020,4,"""Optane"" ""Database""",Yes,,,,
Data structure primitives on persistent memory: an evaluation,https://dl.acm.org/doi/abs/10.1145/3399666.3399900,2020,23,"""Optane"" ""Database""",Yes,,,,
PEARS: A Performance-Aware Static and Dynamic Framework for Heterogeneous Memory,https://dl.acm.org/doi/abs/10.1145/3488423.3519320,2025,0,"""Optane"" ""Database""",Yes,,,,
"Challenges and future directions for energy, latency, and lifetime improvements in NVMs",https://link.springer.com/article/10.1007/s10619-022-07421-x,2023,21,"""Optane"" ""Database""",Yes,,,,
Metall: A persistent memory allocator enabling graph processing,https://ieeexplore.ieee.org/abstract/document/8945094/,2019,14,"""Optane"" ""Database""",Yes,,,,
Evaluating In-Memory Hash Joins on Persistent Memory.,https://openproceedings.org/2022/conf/edbt/paper-59.pdf,2022,6,"""Optane"" ""Database""",Yes,,,,
Cost modelling for optimal data placement in heterogeneous main memory,https://dl.acm.org/doi/abs/10.14778/3551793.3551837,2022,17,"""Optane"" ""Database""",Yes,,,,
Flatlsm: write-optimized lsm-tree for pm-based kv stores,https://dl.acm.org/doi/abs/10.1145/3579855,2023,7,"""Optane"" ""Database""",Yes,,,,
A Survey on File Defragmentation Techniques on Modern Storage Systems,https://ieeexplore.ieee.org/abstract/document/10393099/,2023,0,"""Optane"" ""Database""",Yes,,,,
Cross-failure bug detection in persistent memory programs,https://dl.acm.org/doi/abs/10.1145/3373376.3378452,2020,96,"""Optane"" ""Database""",Yes,,,,
ACEing the Bufferpool Management Paradigm for Modern Storage Devices,https://ieeexplore.ieee.org/abstract/document/10184709/,2023,15,"""Optane"" ""Database""",Yes,,,,
Poster: KDB: A Persistent Key-Value Data Store with Batch Updates and Snapshots,http://www.cs.put.poznan.pl/pawelw/pdf/middleware24b.pdf,2024,0,"""Optane"" ""Database""",Yes,,,,
An nvm performance study towards whole system persistence on server platforms,https://dl.acm.org/doi/abs/10.1145/3609308.3625269,2023,4,"""Optane"" ""Database""",Yes,,,,
A Primer on Database Indexing,https://link.springer.com/chapter/10.1007/978-3-031-47627-3_3,2023,0,"""Optane"" ""Database""",Yes,,,,
An overview of computer memory systems and emerging trends,https://www.researchgate.net/profile/Victor-Gbedawo/publication/375497329_An_Overview_of_Computer_Memory_Systems_and_Emerging_Trends/links/654cb454ce88b87031d7a31e/An-Overview-of-Computer-Memory-Systems-and-Emerging-Trends.pdf,2023,6,"""Optane"" ""Database""",Yes,,,,
Redesigning the Sorting Engine for Persistent Memory,https://link.springer.com/chapter/10.1007/978-3-030-73200-4_27,2021,0,"""Optane"" ""Database""",Yes,,,,
Initial experience with 3D XPoint main memory,https://link.springer.com/article/10.1007/s10619-019-07277-8,2020,26,"""Optane"" ""Database""",Yes,,,,
Kvell: the design and implementation of a fast persistent key-value store,https://dl.acm.org/doi/abs/10.1145/3341301.3359628,2019,187,"""Optane"" ""Database""",Yes,,,,
[CITATION] Why FPGA actually stands for 'financial program greatly accelerated',,2019,3,"""Optane"" ""Database""",Yes,,,,
E2E Visual Analytics: Achieving> 10X Edge/Cloud Optimizations,https://ieeexplore.ieee.org/abstract/document/9605404/,2021,1,"""Optane"" ""Database""",Yes,,,,
Database Cache,https://link.springer.com/chapter/10.1007/978-981-97-4057-4_6,2025,0,"""Optane"" ""Database""",Yes,,,,
"1 “Low Latency for Cloud Data Management” von Felix Gessert, Universität Hamburg, December 2018",https://link.springer.com/article/10.1007/s13222-019-00326-7,,0,"""Optane"" ""Database""",No,,,,
"Rethinking logging, checkpoints, and recovery for high-performance storage engines",https://dl.acm.org/doi/abs/10.1145/3318464.3389716,2020,53,"""Optane"" ""Database""",Yes,,,,
Symbiotic HW Cache and SW DTLB Prefetching for DRAM/NVM Hybrid Memory,https://ieeexplore.ieee.org/abstract/document/9285963/,2020,1,"""Optane"" ""Database""",Yes,,,,
25 Years of Storage Research and Education: A Retrospective.,https://www.usenix.org/system/files/fast22-slides-keynote-aparci-dusseau.pdf,2022,0,"""Optane"" ""Database""",Yes,,,,
Aggressiveness-Controllable Block-Level Cache,https://ieeexplore.ieee.org/abstract/document/9644044/,2021,1,"""Optane"" ""Database""",Yes,,,,
Hyperkv: a high performance concurrent key-value store for persistent memory,https://ieeexplore.ieee.org/abstract/document/9644903/,2021,1,"""Optane"" ""Database""",Yes,,,,
An Experimental Analysis of the Use of Different Storage Technologies on a Relational DBMS,https://periodicos.ufmg.br/index.php/jidm/article/view/24843,2020,0,"""Optane"" ""Database""",Yes,,,,
CINDA: Using Cache-Coherent Interconnects for Accelerating Databases by Enabling Near-Data Processing of Update Transactions,https://ieeexplore.ieee.org/abstract/document/10949789/,2025,0,"""Optane"" ""Database""",Yes,,,,
A Framework for Managing Heterogeneous Memory for Large Scale Machine Learning Workloads,https://search.proquest.com/openview/7fe6bb932a493abadd55a6f850efacf5/1?pq-origsite=gscholar&cbl=18750&diss=y,2022,0,"""Optane"" ""Database""",Yes,,,,
FlyDB: Query Optimization of Blockchain System Based on Hybrid Storage Architecture,https://ieeexplore.ieee.org/abstract/document/10212824/,2023,1,"""Optane"" ""Database""",Yes,,,,
Parallel External Sorting of ASCII Records Using Learned Models,https://arxiv.org/abs/2305.05671,2023,3,"""Optane"" ""Database""",Yes,,,,
"What modern nvme storage can do, and how to exploit it: High-performance I/O for high-performance storage engines",https://dl.acm.org/doi/abs/10.14778/3598581.3598584,2023,45,"""Optane"" ""Database""",Yes,,,,
Results of the NeurIPS'21 challenge on billion-scale approximate nearest neighbor search,https://proceedings.mlr.press/v176/simhadri22a.html,2021,79,"""Optane"" ""Database""",Yes,,,,
PLIS: Persistent Learned Index for Strings,https://link.springer.com/chapter/10.1007/978-981-97-7707-5_22,2024,0,"""Optane"" ""Database""",Yes,,,,
Extos: Data-centric extensible os,https://dl.acm.org/doi/abs/10.1145/3343737.3343742,2019,13,"""Optane"" ""Database""",Yes,,,,
An empirical guide to the behavior and use of scalable persistent memory,https://www.usenix.org/conference/fast20/presentation/yang,2020,569,"""Optane"" ""Database""",Yes,,,,
Efficient and atomic-durable persistent memory through in-pm hybrid logging,https://ieeexplore.ieee.org/abstract/document/9898581/,2022,2,"""Optane"" ""Database""",Yes,,,,
LeanStore: A High-Performance Storage Engine for NVMe SSDs,https://dl.acm.org/doi/abs/10.14778/3685800.3685915,2024,2,"""Optane"" ""Database""",Yes,,,,
A study of R-Tree performance in hybrid flash/3DXPoint storage,https://ieeexplore.ieee.org/abstract/document/8900716/,2019,9,"""Optane"" ""Database""",Yes,,,,
Optimizing Data Stream Processing Pipelines: Using In-Memory DB and Change Data Capture for Low-Latency Enrichment,https://www.researchgate.net/profile/Purshotam-Yadav/publication/382889644_Optimizing_Data_Stream_Processing_Pipelines_Using_In-Memory_DB_and_Change_Data_Capture_for_Low_-Latency_Enrichment/links/66b2050a299c327096b3b364/Optimizing-Data-Stream-Processing-Pipelines-Using-In-Memory-DB-and-Change-Data-Capture-for-Low-Latency-Enrichment.pdf,,0,"""Optane"" ""Database""",No,,,,
An architecture of MySQL storage engines to increase the resource utilization,https://ieeexplore.ieee.org/abstract/document/9900616/,2022,17,"""Optane"" ""Database""",Yes,,,,
Power-optimized deployment of key-value stores using storage class memory,https://dl.acm.org/doi/abs/10.1145/3511905,2022,12,"""Optane"" ""Database""",Yes,,,,
Hm-ann: Efficient billion-point nearest neighbor search on heterogeneous memory,https://proceedings.neurips.cc/paper/2020/hash/788d986905533aba051261497ecffcbb-Abstract.html,2020,74,"""Optane"" ""Database""",Yes,,,,
Towards new memory paradigms: Integrating non-volatile main memory and remote direct memory access in modern systems,https://theses.hal.science/tel-04426035/,2023,1,"""Optane"" ""Database""",Yes,,,,
HASDH: A hotspot-aware and scalable dynamic hashing for hybrid DRAM-NVM memory,https://ieeexplore.ieee.org/abstract/document/9643679/,2021,5,"""Optane"" ""Database""",Yes,,,,
for Strings,https://books.google.com/books?hl=en&lr=&id=Oa8hEQAAQBAJ&oi=fnd&pg=PA251&dq=%22optane%22+%2B+%22database%22&ots=XDhWUBJ8Cd&sig=IWdlLY0C500WnHOr6MBTmB5TTHA,2024,0,"""Optane"" ""Database""",Yes,,,,
Non-Volatile Memory Accelerated Posterior Estimation,https://arxiv.org/abs/2202.10522,2022,0,"""Optane"" ""Database""",Yes,,,,
LazySort: A customized sorting algorithm for non-volatile memory,https://www.sciencedirect.com/science/article/pii/S0020025523007223,2023,2,"""Optane"" ""Database""",Yes,,,,
Demystifying and Optimizing the Performance of HPC Applications on NVM-based Memory Systems,https://www.osti.gov/servlets/purl/1630804,2020,0,"""Optane"" ""Database""",Yes,,,,
RotorcRaft: Scalable Follower-Driven Raft on RDMA,https://link.springer.com/chapter/10.1007/978-3-031-00123-9_24,2022,0,"""Optane"" ""Database""",Yes,,,,
On the performance intricacies of persistent memory aware storage engines,https://ieeexplore.ieee.org/abstract/document/10091894/,2023,2,"""Optane"" ""Database""",Yes,,,,
NAND flash memory and its place in IoT,https://ieeexplore.ieee.org/abstract/document/9467859/,2021,18,"""Optane"" ""Database""",Yes,,,,
"Reducing the Footprint of Main Memory HTAP Systems: Removing, Compressing, Tiering, and Ignoring Data.",https://ceur-ws.org/Vol-2175/paper10.pdf,2018,4,"""Optane"" ""Database""",No,,,,
Drug repurposing using link prediction on knowledge graphs with applications to non-volatile memory,https://link.springer.com/chapter/10.1007/978-3-030-93413-2_61,2022,3,"""Optane"" ""Database""",Yes,,,,
PLMlight: Emulating Predictable Latency Mode in Regular SSDs,https://ieeexplore.ieee.org/abstract/document/9685772/,2021,7,"""Optane"" ""Database""",Yes,,,,
Understanding the idiosyncrasies of real persistent memory,https://dl.acm.org/doi/abs/10.14778/3436905.3436921,2020,86,"""Optane"" ""Database""",Yes,,,,
Anti-aging lfs: Self-defragmentation with fragmentation-aware cleaning,https://ieeexplore.ieee.org/abstract/document/9169877/,2020,14,"""Optane"" ""Database""",Yes,,,,
Redesigning high-performance lsm-based key-value stores with persistent cpu caches,https://ieeexplore.ieee.org/abstract/document/10184574/,2023,10,"""Optane"" ""Database""",Yes,,,,
Optimizing adaptive radix trees for NVM-based hybrid memory architecture,https://ieeexplore.ieee.org/abstract/document/9378180/,2020,3,"""Optane"" ""Database""",Yes,,,,
Workload-driven placement of column-store data structures on DRAM and NVM,https://dl.acm.org/doi/abs/10.1145/3465998.3466008,2021,11,"""Optane"" ""Database""",Yes,,,,
Towards a Native Architecture of in-NVM DBMS,https://ieeexplore.ieee.org/abstract/document/8943792/,2019,5,"""Optane"" ""Database""",Yes,,,,
Muhammad Attahir Jibril,https://edbt2021proceedings.github.io/docs/p67.pdf,2021,0,"""Optane"" ""Database""",Yes,,,,
A performance evaluation of DRAM access for in-memory databases,https://ieeexplore.ieee.org/abstract/document/9590497/,2021,6,"""Optane"" ""Database""",Yes,,,,
Proceedings of the 19th International Workshop on Data Management on New Hardware,https://dl.acm.org/doi/abs/10.1145/3592980,2023,0,"""Optane"" ""Database""",Yes,,,,
Carbon-aware memory placement,https://dl.acm.org/doi/abs/10.1145/3698365.3698372,2024,10,"""Optane"" ""Database""",Yes,,,,
Persistent scripting,http://nvmw.ucsd.edu/nvmw2022-program/nvmw2022-data/nvmw2022-paper35-final_version_your_extended_abstract.pdf,2022,2,"""Optane"" ""Database""",Yes,,,,
Toward Ultra-Low Latency SSDs: Analyzing the Impact on Data-Intensive Workloads,https://www.mdpi.com/2079-9292/13/1/174,2023,0,"""Optane"" ""Database""",Yes,,,,
On the diversity of memory and storage technologies,https://link.springer.com/article/10.1007/s13222-018-0287-8,2018,20,"""Optane"" ""Database""",No,,,,
Tuning Fast Memory Size based on Modeling of Page Migration for Tiered Memory,https://arxiv.org/abs/2410.00328,2024,0,"""Optane"" ""Database""",Yes,,,,
Stealth-persist: Architectural support for persistent applications in hybrid memory systems,https://ieeexplore.ieee.org/abstract/document/9407136/,2021,15,"""Optane"" ""Database""",Yes,,,,
Adaptive query compilation in graph databases,https://link.springer.com/article/10.1007/s10619-023-07430-4,2023,10,"""Optane"" ""Database""",Yes,,,,
