Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
NVM in Data Storage: A Post-Optane Future,https://dl.acm.org/doi/abs/10.1145/3731454,2025,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
System evaluation of the intel optane byte-addressable nvm,https://dl.acm.org/doi/abs/10.1145/3357526.3357568,2019,166,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Basic performance measurements of the intel optane DC persistent memory module,https://arxiv.org/abs/1903.05714,2019,627,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Characterizing the performance of intel optane persistent memory: A close look at its on-dimm buffering,https://dl.acm.org/doi/abs/10.1145/3492321.3519556,2022,65,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Object Storage, Persistent Memory, and Data Infrastructure for HPC Materials Informatics",https://arxiv.org/abs/2210.07929,2022,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Evaluating the latest Optane memory: A glorious swansong?,https://www.research.ed.ac.uk/en/publications/evaluating-the-latest-optane-memory-a-glorious-swansong,2023,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Productivity, performance, and portability for computational fluid dynamics applications",https://www.sciencedirect.com/science/article/pii/S0045793020300013,2020,45,"""Optane"" ""High+Performance+Computing""",Yes,,,,
An Empirical Evaluation and Analysis of Performance of Multiple Optane SSDs,https://ieeexplore.ieee.org/abstract/document/9333865/,2021,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Writes hurt: Lessons in cache design for optane nvram,https://dl.acm.org/doi/abs/10.1145/3542929.3563461,2022,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Intel optane dcpmm and serverless computing,https://arxiv.org/abs/2109.11021,2021,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Performance benefits of Intel® Optane™ DC persistent memory for the parallel processing of large neuroimaging data,https://ieeexplore.ieee.org/abstract/document/9139615/,2020,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Towards an unwritten contract of intel optane {SSD},https://www.usenix.org/conference/hotstorage19/presentation/wu-kan,2019,92,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Electromagnetic Simulations with 3D FEM and Intel Optane Persistent Memory,https://ieeexplore.ieee.org/abstract/document/9924749/,2022,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Persistent memory research in the post-optane era,https://dl.acm.org/doi/abs/10.1145/3609308.3625268,2023,22,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Exploring non-volatility of non-volatile memory for high performance computing under failures,https://ieeexplore.ieee.org/abstract/document/9229618/,2020,13,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Evaluation of intel memory drive technology performance for scientific applications,https://dl.acm.org/doi/abs/10.1145/3286475.3286479,2018,7,"""Optane"" ""High+Performance+Computing""",No,,,,
DAOS Beyond Persistent Memory: Architecture and Initial Performance Results,https://link.springer.com/chapter/10.1007/978-3-031-40843-4_26,2023,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
{Side-Channel} Attacks on Optane Persistent Memory,https://www.usenix.org/conference/usenixsecurity23/presentation/liu-sihang,2023,23,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Stealth-persist: Architectural support for persistent applications in hybrid memory systems,https://ieeexplore.ieee.org/abstract/document/9407136/,2021,15,"""Optane"" ""High+Performance+Computing""",Yes,,,,
An Empirical Performance Evaluation of Multiple Intel Optane Solid-State Drives,https://www.mdpi.com/2079-9292/10/11/1325,2021,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
System measurement of Intel AEP Optane DIMM,https://arxiv.org/abs/2009.14469,2009,2,"""Optane"" ""High+Performance+Computing""",No,,,,
Leveraging Intel Optane for HPC Workflows,http://nvmw.ucsd.edu/nvmw2021-program/nvmw2021-data/nvmw2021-paper11-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
[CITATION] Maximizing Computation per Power Ratios in High-Performance Computing: from Aggressive Power Management to Approximate Computing,,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Spmfs: A scalable persistent memory file system on optane persistent memory,https://dl.acm.org/doi/abs/10.1145/3472456.3472503,2021,10,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Chameleondb: a key-value store for optane persistent memory,https://dl.acm.org/doi/abs/10.1145/3447786.3456237,2021,96,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Michael Henneckel (), Jeff Olivier², Tom Nabarro³, Liang Zhen¹®.",https://books.google.com/books?hl=en&lr=&id=XPPSEAAAQBAJ&oi=fnd&pg=PA353&dq=%27optane%27+%2B+%27high+performance+computing%27&ots=TnJ9vpAnlE&sig=FxKl-36jyNgEUTdlRRYbQq4X6dE,2023,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A large scale graph processing using Low Latency Optane SSD,https://www.researchgate.net/profile/Muhammad-Umair-18/publication/334049910_A_large_scale_graph_processing_using_Low_Latency_Optane_SSD/links/5f3a771f92851cd302fe1e55/A-large-scale-graph-processing-using-Low-Latency-Optane-SSD.pdf,2019,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Athena: High-performance sparse tensor contraction sequence on heterogeneous memory,https://dl.acm.org/doi/abs/10.1145/3447818.3460355,2021,26,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Disperse Access Considered Energy Inefficiency in Intel Optane DC Persistent Memory Servers,https://ieeexplore.ieee.org/abstract/document/9355739/,2020,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Lessons learned from the early performance evaluation of Intel optane DC persistent memory in DBMS,https://dl.acm.org/doi/abs/10.1145/3399666.3399898,2020,46,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Mochi: Composing data services for high-performance computing environments,https://link.springer.com/article/10.1007/s11390-020-9802-0,2020,103,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Graph preprocessing for in-memory vertex-centric graph computation on the Intel Optane DC persistent memory module,https://dspace.mit.edu/handle/1721.1/129228,2020,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Studies on the energy and deep memory behaviour of a cache-oblivious, task-based hyperbolic PDE solver",https://journals.sagepub.com/doi/abs/10.1177/1094342019842645,2019,20,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Sentinel: Efficient tensor migration and allocation on heterogeneous memory systems for deep learning,https://ieeexplore.ieee.org/abstract/document/9407112/,2021,78,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Enabling Faster NGS Analysis on Optane-based Heterogeneous Memory,http://pasalabs.org/papers/2020/SC20_NGS_poster.pdf,2020,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Survey of storage systems for high-performance computing,https://centaur.reading.ac.uk/77664,2018,49,"""Optane"" ""High+Performance+Computing""",No,,,,
Augmenting HLS with zero-overhead application-specific address mapping for Optane DCPMM,https://ieeexplore.ieee.org/abstract/document/9786121/,2022,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
PnP: Rethinking Page Placement and Persistence Mechanisms to Support the new Intel Optane DC Persistent Memory,https://www.dpss.inesc-id.pt/~jpbarreto/data/uploads/thesis/miguel-marques-midterm.pdf,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Baidu Feed Stream Services Restructures Its In-Memory Database with Intel® Optane™ Technology,https://www.intel.com/content/dam/www/public/us/en/documents/case-studies/baidu-feed-case-study.pdf,2020,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
The preliminary evaluation of a hypervisor-based virtualization mechanism for intel optane dc persistent memory module,https://arxiv.org/abs/1907.12014,1907,19,"""Optane"" ""High+Performance+Computing""",No,,,,
Characterizing the Performance of Intel Optane Persistent Memory,https://ranger.uta.edu/~sjiang/pubs/papers/xiang22-Pmem.pdf,2022,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Revisiting persistent indexing structures on Intel Optane DC persistent memory,https://link.springer.com/article/10.1007/s11390-020-9871-0,2021,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Gordon: Benchmarking optane dc persistent memory modules on fpgas,https://ieeexplore.ieee.org/abstract/document/9444052/,2021,12,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Persistent memory object storage and indexing for scientific computing,https://ieeexplore.ieee.org/abstract/document/9306949/,2020,12,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Single-node partitioned-memory for huge graph analytics: cost and performance trade-offs,https://dl.acm.org/doi/abs/10.1145/3458817.3476156,2021,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Unimem: Runtime data management on non-volatile memory-based heterogeneous main memory for high performance computing,https://link.springer.com/article/10.1007/s11390-020-0942-z,2021,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Cxl memory as persistent memory for disaggregated hpc: A practical approach,https://dl.acm.org/doi/abs/10.1145/3624062.3624175,2023,22,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Easycrash: Exploring non-volatility of non-volatile memory for high performance computing under failures,https://arxiv.org/abs/1906.10081,1906,5,"""Optane"" ""High+Performance+Computing""",No,,,,
[CITATION] Towards Unified Intelligent High Performance Computing Storage Systems,,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Asap: A speculative approach to persistence,https://ieeexplore.ieee.org/abstract/document/9773258/,2022,19,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Enhancing endurance of ssd based high-performance storage systems using emerging nvm technologies,https://ieeexplore.ieee.org/abstract/document/9150324/,2020,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Performance analysis of 3D XPoint SSDs in virtualized and non-virtualized environments,https://ieeexplore.ieee.org/abstract/document/8644859/,2018,19,"""Optane"" ""High+Performance+Computing""",No,,,,
Extending Memory Capacity in Modern Consumer Systems With Emerging Non-Volatile Memory: Experimental Analysis and Characterization Using the Intel Optane …,https://ieeexplore.ieee.org/abstract/document/10258271/,2023,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Efficient Solvers and Machine Learning Approaches in Cardiac Electrophysiology on High-Performance Computing Architectures,https://iris.unipv.it/handle/11571/1513199,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A performance study of optane persistent memory: From indexing data structures' perspective,https://msstconference.org/MSST-history/2020/Papers/02.APerformanceStudyOptane.pdf,2020,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Understanding and improving persistent transactions on optane™ DC memory,https://ieeexplore.ieee.org/abstract/document/9139799/,2020,14,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Toward the convergence of high-performance computing, cloud, and big data domains",https://www.taylorfrancis.com/chapters/edit/10.1201/9781003176664-1/toward-convergence-high-performance-computing-cloud-big-data-domains-martin-golasowski-jan-martinovi%C4%8D-marc-levrier-stephan-hachinger-sophia-karagiorgou-aikaterini-papapostolou-spiros-mouzakitis-ioannis-tsapelas-monica-caballero-marco-aldinucci-jon-ander-g%C3%B3mez-antony-chazapis-jean-thomas-acquaviva,2022,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
An empirical evaluation of nvm-aware file systems on intel optane dc persistent memory modules,https://www.mdpi.com/2079-9292/10/16/1977,2021,13,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A Study of LS-DYNA® Implicit Running the Rolls-Royce® Large Representative Engine Model with Intel® Optane™ DC Persistent Memory Technology,https://lsdyna.ansys.com/wp-content/uploads/attachments/t8-1-f-computing-technology-188.pdf,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Editorial for the special issue on memory architectures and systems for modern applications,https://link.springer.com/article/10.1007/s42514-022-00133-9,2022,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Intel Optane Data Center Persistent Memory,https://ieeexplore.ieee.org/abstract/document/8875668/,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Rambda: Rdma-driven acceleration framework for memory-intensive µs-scale datacenter applications,https://ieeexplore.ieee.org/abstract/document/10071127/,2023,26,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Ambix: Rethinking Linux's Page Management to Support the new Intel Optane DC Persistent Memory,https://www.dpss.inesc-id.pt/~jpbarreto/data/uploads/thesis/miguel-marques-ext-abstract.pdf,2021,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Leveraging a heterogeneous memory system for a legacy fortran code: The interplay of storage class memory, dram and os",https://ieeexplore.ieee.org/abstract/document/9306977/,2020,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Sparta: High-Performance, Element-Wise Sparse Tensor Contraction on Optane-based Heterogeneous Memory",https://pdfs.semanticscholar.org/9648/d25e5210c82b1338a59c5219b71ce3e7849f.pdf,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Data Placement Strategies for Heterogeneous and Non-Volatile Memories in High Performance Computing,https://theses.hal.science/tel-03431281/,2021,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A survey of software techniques to emulate heterogeneous memory systems in high-performance computing,https://www.sciencedirect.com/science/article/pii/S0167819123000297,2023,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
DAOS as HPC Storage: Exploring Interfaces,https://ieeexplore.ieee.org/abstract/document/10321870/,2023,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Intel Optane™ technology as differentiator for internet of everything and fog computing,https://ieeexplore.ieee.org/abstract/document/8370412/,2018,1,"""Optane"" ""High+Performance+Computing""",No,,,,
An empirical study of hybrid ssd with optane and qlc flash,https://ieeexplore.ieee.org/abstract/document/9283520/,2020,7,"""Optane"" ""High+Performance+Computing""",Yes,,,,
DGAP: Efficient dynamic graph analysis on persistent memory,https://dl.acm.org/doi/abs/10.1145/3581784.3607106,2023,9,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Architecting Heterogeneous Memory Systems with DRAM Technology Only: A Case Study on Relational Database,https://ieeexplore.ieee.org/abstract/document/9307020/,2020,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Using Non Volatile Memories to build energy and cost efficient clusters,https://sc19.supercomputing.org/proceedings/src_poster/poster_files/spostg114s2-file2.pdf,2018,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Accelerating In Situ Analysis using Non-volatile Memory,https://dl.acm.org/doi/abs/10.1145/3624062.3624176,2023,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Flower and fame: A low overhead bit-level fault-map and fault-tolerance approach for deeply scaled memories,https://ieeexplore.ieee.org/abstract/document/9065456/,2020,17,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Towards Enhanced I/O Performance of NVM File Systems,https://ieeexplore.ieee.org/abstract/document/10487081/,2023,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
High-availability in-memory key-value store using RDMA and Optane DCPMM,https://link.springer.com/article/10.1007/s11704-022-1123-8,2023,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Understanding and analysis of B+ trees on NVM towards consistency and efficiency,https://link.springer.com/article/10.1007/s42514-020-00022-z,2020,7,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Exploiting intel optane ssd for microsoft sql server,https://dl.acm.org/doi/abs/10.1145/3329785.3329916,2019,23,"""Optane"" ""High+Performance+Computing""",Yes,,,,
The analysis of inter-process interference on a hybrid memory system,https://dl.acm.org/doi/abs/10.1145/3373271.3373272,2020,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
The progress of high performance computing in China and the development trend of international high performance computing,https://link.springer.com/chapter/10.1007/978-981-15-8342-1_3,2020,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A prompt report on the performance of intel optane dc persistent memory module,https://search.ieice.org/bin/summary.php?id=e103-d_5_1168,2020,29,"""Optane"" ""High+Performance+Computing""",Yes,,,,
High-performance big data computing,https://books.google.com/books?hl=en&lr=&id=zrZNEAAAQBAJ&oi=fnd&pg=PR8&dq=%27optane%27+%2B+%27high+performance+computing%27&ots=SQJ7kd5IQW&sig=-Fc9bZSHkX5MlArhfBwpkkL4-50,2022,9,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Large-scale in-memory analytics on Intel® Optane™ DC persistent memory,https://dl.acm.org/doi/abs/10.1145/3399666.3399933,2020,45,"""Optane"" ""High+Performance+Computing""",Yes,,,,
{MDev-NVMe}: A {NVMe} storage virtualization solution with mediated {Pass-Through},https://www.usenix.org/conference/atc18/presentation/peng,2018,70,"""Optane"" ""High+Performance+Computing""",No,,,,
Advances in High Performance Computing Through Concurrent Data Structures and Predictive Scheduling,https://stars.library.ucf.edu/etd2023/273/,2024,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Recoverable Algorithms for High-Performance Computing Systems לע-בושחמ תוכרעמ רובע םיששואתמ םימתירוגלא,https://www.researchgate.net/profile/Yehonatan-Fridman/publication/390984900_Recoverable_Algorithms_for_High-Performance_Computing_Systems_Master_Thesis_PhD_Proposal_combined/links/6806943a60241d514011fed7/Recoverable-Algorithms-for-High-Performance-Computing-Systems-Master-Thesis-PhD-Proposal-combined.pdf,2023,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Efficient large scale DLRM implementation on heterogeneous memory systems,https://link.springer.com/chapter/10.1007/978-3-031-32041-5_3,2023,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Bandwidth-effective dram cache for gpu s with storage-class memory,https://ieeexplore.ieee.org/abstract/document/10476449/,2024,15,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Usage scenarios for byte-addressable persistent memory in high-performance and data intensive computing,https://link.springer.com/article/10.1007/s11390-020-0776-8,2021,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Performance potential of mixed data management modes for heterogeneous memory systems,https://ieeexplore.ieee.org/abstract/document/9306996/,2020,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
ESD: An ECC-assisted and selective deduplication for encrypted non-volatile main memory,https://ieeexplore.ieee.org/abstract/document/10071011/,2023,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Heterogeneous Memory Allocation Scheme for Batch Jobs with Intel Optane DC Persistent Memory and DRAM,https://ieeexplore.ieee.org/abstract/document/10179506/,2023,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
MULTI-CLOCK: Dynamic tiering for hybrid memory systems,https://par.nsf.gov/servlets/purl/10401077,2022,31,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A Linux kernel scheduler extension for multi-core systems,https://ieeexplore.ieee.org/abstract/document/8990587/,2019,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"Sparta: High-performance, element-wise sparse tensor contraction on heterogeneous memory",https://dl.acm.org/doi/abs/10.1145/3437801.3441581,2021,38,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Challenges and solutions for fast remote persistent memory access,https://dl.acm.org/doi/abs/10.1145/3419111.3421294,2020,60,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Blaze: Fast graph processing on fast SSDs,https://ieeexplore.ieee.org/abstract/document/10046050/,2022,9,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Enhancing server efficiency in the face of killer microseconds,https://ieeexplore.ieee.org/abstract/document/8675221/,2019,57,"""Optane"" ""High+Performance+Computing""",Yes,,,,
On the memory underutilization: Exploring disaggregated memory on hpc systems,https://ieeexplore.ieee.org/abstract/document/9235066/,2020,66,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Platform storage performance with 3D XPoint technology,https://ieeexplore.ieee.org/abstract/document/8003284/,2017,302,"""Optane"" ""High+Performance+Computing""",No,,,,
NVM-based energy and cost efficient hpc clusters,https://dl.acm.org/doi/abs/10.1145/3488423.3519330,2025,3,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Call for Nominations: IEEE CS TCHPC Early Career Researchers Award for Excellence in High Performance Computing–2019,https://nagasm.org/ASL/Sketch02/fig1/health.pdf,,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Mitigating Write Disturbance in Non-Volatile Memory via Coupling Machine Learning with Out-of-Place Updates,https://ieeexplore.ieee.org/abstract/document/10476469/,2024,4,"""Optane"" ""High+Performance+Computing""",Yes,,,,
echofs: A Scheduler-guided Temporary Filesystem to leverage Node-local NVMs,https://ieeexplore.ieee.org/abstract/document/8645894/,2018,6,"""Optane"" ""High+Performance+Computing""",No,,,,
Flexhm: A practical system for heterogeneous memory with flexible and efficient performance optimizations,https://dl.acm.org/doi/abs/10.1145/3565885,2022,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
The ECP SICM project: Managing complex memory hierarchies for exascale applications,https://journals.sagepub.com/doi/abs/10.1177/10943420241288243,2025,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Crash consistency in encrypted non-volatile main memory systems,https://ieeexplore.ieee.org/abstract/document/8327018/,2018,118,"""Optane"" ""High+Performance+Computing""",No,,,,
Smart scheduler: an adaptive NVM-aware thread scheduling approach on NUMA systems,https://link.springer.com/article/10.1007/s42514-022-00110-2,2022,5,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Multi-Granularity Shadow Paging with NVM Write Optimization for Crash-Consistent Memory-Mapped I/O,https://ieeexplore.ieee.org/abstract/document/10071009/,2023,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Appearances of the Birthday Paradox in High Performance Computing,https://arxiv.org/abs/1909.12195,1909,0,"""Optane"" ""High+Performance+Computing""",No,,,,
Survey on storage-accelerator data movement,https://link.springer.com/article/10.1007/s42514-022-00112-0,2022,2,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Enabling Independent Communication for FPGAs in High Performance Computing,https://research.manchester.ac.uk/files/184636529/FULL_TEXT.PDF,2020,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Characterizing and modeling non-volatile memory systems,https://ieeexplore.ieee.org/abstract/document/9251957/,2020,125,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Applying recursive temporal blocking for stencil computations to deeper memory hierarchy,http://www.el.gsic.titech.ac.jp/endo/publication/endo-nvmsa18-rtb.pdf,2018,10,"""Optane"" ""High+Performance+Computing""",No,,,,
Analyzing and Mitigating the Cost of Persistence in High-Performance Computing Systems,https://search.proquest.com/openview/cceaa91b107df0fd73b53b885e50dab7/1?pq-origsite=gscholar&cbl=18750&diss=y,2020,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Evaluation of Intel Memory Drive Technology Performance for Computational Astrophysics,https://link.springer.com/chapter/10.1007/978-3-030-36592-9_46,2019,0,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Missing the forest for the trees: End-to-end ai application performance in edge data centers,https://ieeexplore.ieee.org/abstract/document/9065599/,2020,33,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Simurgh: a fully decentralized and secure NVMM user space file system,https://dl.acm.org/doi/abs/10.1145/3458817.3476180,2021,20,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Scanns: Towards scalable and concurrent data indexing and searching in high-end computing system,https://ieeexplore.ieee.org/abstract/document/9826114/,2022,6,"""Optane"" ""High+Performance+Computing""",Yes,,,,
UMap: Enabling application-driven optimizations for page management,https://ieeexplore.ieee.org/abstract/document/8946142/,2019,35,"""Optane"" ""High+Performance+Computing""",Yes,,,,
LB-HM: load balance-aware data placement on heterogeneous memory for task-parallel HPC applications,https://dl.acm.org/doi/abs/10.1145/3503221.3508406,2022,1,"""Optane"" ""High+Performance+Computing""",Yes,,,,
A hybrid memory architecture supporting fine-grained data migration,https://link.springer.com/article/10.1007/s11704-023-2675-y,2024,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
"{ArchTM}:{Architecture-Aware}, high performance transaction for persistent memory",https://www.usenix.org/conference/fast21/presentation/wu-kai,2021,31,"""Optane"" ""High+Performance+Computing""",Yes,,,,
DRAM-less: Hardware acceleration of data processing with new memory,https://ieeexplore.ieee.org/abstract/document/9065582/,2020,8,"""Optane"" ""High+Performance+Computing""",Yes,,,,
Atmem: Adaptive data placement in graph applications on heterogeneous memories,https://dl.acm.org/doi/abs/10.1145/3368826.3377922,2020,41,"""Optane"" ""High+Performance+Computing""",Yes,,,,
