Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
Hydra: A decentralized file system for persistent memory and RDMA networks,https://ieeexplore.ieee.org/abstract/document/9792291/,2022,5,"""Optane"" ""File+System""",Yes,,,,
Single-node partitioned-memory for huge graph analytics: cost and performance trade-offs,https://dl.acm.org/doi/abs/10.1145/3458817.3476156,2021,8,"""Optane"" ""File+System""",Yes,,,,
Next generation storage: Non-Volatile Memory,https://www.neliti.com/publications/333010/next-generation-storage-non-volatile-memory,2024,0,"""Optane"" ""File+System""",Yes,,,,
Persistent Memories,https://link.springer.com/content/pdf/10.1007/978-3-031-79205-2_1.pdf,2022,0,"""Optane"" ""File+System""",Yes,,,,
Thoughts on Merging the File System with the Virtual Memory System: Design decisions and their ramifications in developing the Osprey kernel,https://dl.acm.org/doi/abs/10.1145/3631882.3631895,2023,3,"""Optane"" ""File+System""",Yes,,,,
"Don't Maintain Twice, It's Alright: Merged Metadata Management in Deduplication File System with {GogetaFS}",https://www.usenix.org/conference/fast25/presentation/pan,2025,0,"""Optane"" ""File+System""",Yes,,,,
Everything Is a Punch Card,https://www.usenix.org/system/files/login/articles/login_fall20_15_garfinkel.pdf,,0,"""Optane"" ""File+System""",No,,,,
Benchmarking recoverable mutex locks,https://dl.acm.org/doi/abs/10.1145/3350755.3400269,2020,4,"""Optane"" ""File+System""",Yes,,,,
Improving virtualized i/o performance by expanding the polled i/o path of linux,https://dl.acm.org/doi/abs/10.1145/3655038.3665944,2024,1,"""Optane"" ""File+System""",Yes,,,,
Ethane: an asymmetric file system for disaggregated persistent memory,https://www.usenix.org/conference/atc24/presentation/cai,2024,0,"""Optane"" ""File+System""",Yes,,,,
A Two Tier Hybrid Metadata Management Mechanism for NVM Storage System,https://link.springer.com/chapter/10.1007/978-3-030-93571-9_16,2021,0,"""Optane"" ""File+System""",Yes,,,,
CHFS: Parallel consistent hashing file system for node-local persistent memory,https://dl.acm.org/doi/abs/10.1145/3492805.3492807,2022,29,"""Optane"" ""File+System""",Yes,,,,
NVLog: an Elegant Approach to Integrate NVM,https://www.usenix.org/publications/loginonline/nvlog-elegant-approach-integrate-nvm,,0,"""Optane"" ""File+System""",No,,,,
LineFS: Efficient SmartNIC Offload of a Distributed File System with Pipeline Parallelism,http://nvmw.ucsd.edu/nvmw2022-program/nvmw2022-data/nvmw2022-paper32-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""File+System""",No,,,,
{SquirrelFS}: using the Rust compiler to check file-system crash consistency,https://www.usenix.org/conference/osdi24/presentation/leblanc,2024,3,"""Optane"" ""File+System""",Yes,,,,
On the Scalability of Testing the Crash Consistency of PM Systems,https://daidong.github.io/files/FAST23WIP_pm_crashconsistency.pdf,,0,"""Optane"" ""File+System""",No,,,,
Portus: Efficient dnn checkpointing to persistent memory with zero-copy,https://ieeexplore.ieee.org/abstract/document/10630969/,2024,1,"""Optane"" ""File+System""",Yes,,,,
Delaying Crash Consistency for Building A High-Performance Persistent Memory File System,https://ieeexplore.ieee.org/abstract/document/10466391/,2024,2,"""Optane"" ""File+System""",Yes,,,,
Toward Classification of Phase Change Memory and 3D NAND Flash SSDs Using Power-based Side-channel Analysis in the Time-domain,https://dl.acm.org/doi/abs/10.1145/3565053.3565065,2022,2,"""Optane"" ""File+System""",Yes,,,,
Towards low-latency I/O services for mixed workloads using ultra-low latency SSDs,https://dl.acm.org/doi/abs/10.1145/3524059.3532378,2022,12,"""Optane"" ""File+System""",Yes,,,,
Reducing Synchronous Write Latency With a PMEM Write Cache in the Device Mapper Layer,https://os.itec.kit.edu/downloads/2022_BA_Bozhinov_DMWriteCache.pdf,2022,1,"""Optane"" ""File+System""",Yes,,,,
NapFS: A High-Performance NUMA-Aware PM File System,https://ieeexplore.ieee.org/abstract/document/9978463/,2022,1,"""Optane"" ""File+System""",Yes,,,,
High velocity kernel file systems with bento,https://www.usenix.org/conference/fast21/presentation/miller,2021,33,"""Optane"" ""File+System""",Yes,,,,
Rethinking the {Request-to-IO} Transformation Process of File Systems for Full Utilization of {High-Bandwidth}{SSDs},https://www.usenix.org/conference/fast25/presentation/zhan,2025,0,"""Optane"" ""File+System""",Yes,,,,
Optimizing file systems on heterogeneous memory by integrating {DRAM} cache with virtual memory management,https://www.usenix.org/conference/fast24/presentation/liu-yubo,2024,8,"""Optane"" ""File+System""",Yes,,,,
A High-Performance and Scalable Userspace Log-Structured File System for Modern SSDs,https://dl.acm.org/doi/abs/10.1145/3728645,2025,0,"""Optane"" ""File+System""",Yes,,,,
PnP: Rethinking Page Placement and Persistence Mechanisms to Support the new Intel Optane DC Persistent Memory,https://www.dpss.inesc-id.pt/~jpbarreto/data/uploads/thesis/miguel-marques-midterm.pdf,,0,"""Optane"" ""File+System""",No,,,,
A Connectivity Reduction Based Optimization Method for Task Level Parallel File System,https://ieeexplore.ieee.org/abstract/document/9972985/,2022,0,"""Optane"" ""File+System""",Yes,,,,
Beaver: A High-Performance and Crash-Consistent File System Cache via PM-DRAM Collaborative Memory Tiering,https://dl.acm.org/doi/abs/10.1145/3700414,2024,0,"""Optane"" ""File+System""",Yes,,,,
Persistent memory based and feature rich file system design,https://ieeexplore.ieee.org/abstract/document/8646066/,2018,1,"""Optane"" ""File+System""",No,,,,
NEHASH: high-concurrency extendible hashing for non-volatile memory,https://link.springer.com/article/10.1631/fitee.2200462,2023,1,"""Optane"" ""File+System""",Yes,,,,
PMLDS: An LSM-Tree Direct Managed Storage for Key-Value Stores on Byte-Addressable Devices,https://dl.acm.org/doi/abs/10.1145/3605573.3605629,2023,1,"""Optane"" ""File+System""",Yes,,,,
Demystifying the performance of hpc scientific applications on nvm-based memory systems,https://ieeexplore.ieee.org/abstract/document/9139816/,2020,26,"""Optane"" ""File+System""",Yes,,,,
Towards persistent memory based stateful serverless computing for big data applications,https://people.cs.vt.edu/lyuze/files/pm_serverless.pdf,2023,1,"""Optane"" ""File+System""",Yes,,,,
GBTL+ Metall–Adding Persistence to GraphBLAS,http://nvmw.ucsd.edu/nvmw2021-program/nvmw2021-data/nvmw2021-paper61-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""File+System""",No,,,,
ITEC-OS Studium und Lehre-Bachelor-and Masterarbeiten-Abgeschlossene Arbeiten-GPU4FS: A Graphics Processor-Accelerated File System,https://os.itec.kit.edu/deutsch/97_3851.php,2022,0,"""Optane"" ""File+System""",Yes,,,,
Cfs: Scaling metadata service for distributed file system via pruned scope of critical sections,https://dl.acm.org/doi/abs/10.1145/3552326.3587443,2023,11,"""Optane"" ""File+System""",Yes,,,,
tf-Darshan: Understanding fine-grained I/O performance in machine learning workloads,https://ieeexplore.ieee.org/abstract/document/9229605/,2020,23,"""Optane"" ""File+System""",Yes,,,,
Max: A {Multicore-Accelerated} file system for flash storage,https://www.usenix.org/conference/atc21/presentation/liao,2021,36,"""Optane"" ""File+System""",Yes,,,,
An SIMD-Accelerated Metadata Management Scheme for Persistent Memory File Systems,https://ieeexplore.ieee.org/abstract/document/9826066/,2022,0,"""Optane"" ""File+System""",Yes,,,,
When poll is more energy efficient than interrupt,https://dl.acm.org/doi/abs/10.1145/3538643.3539747,2022,8,"""Optane"" ""File+System""",Yes,,,,
Evolution of the ROOT tree I/O,https://www.epj-conferences.org/articles/epjconf/abs/2020/21/epjconf_chep2020_02030/epjconf_chep2020_02030.html,2020,48,"""Optane"" ""File+System""",Yes,,,,
CADedup: High-performance consistency-aware deduplication based on persistent memory,https://ieeexplore.ieee.org/abstract/document/9978314/,2022,4,"""Optane"" ""File+System""",Yes,,,,
Flexhm: A practical system for heterogeneous memory with flexible and efficient performance optimizations,https://dl.acm.org/doi/abs/10.1145/3565885,2022,5,"""Optane"" ""File+System""",Yes,,,,
An investigation of performance problems with msync () system calls on filesystem DAX,https://dl.acm.org/doi/abs/10.1145/3456727.3463831,2021,0,"""Optane"" ""File+System""",Yes,,,,
Ambix: Rethinking Linux's Page Management to Support the new Intel Optane DC Persistent Memory,https://www.dpss.inesc-id.pt/~jpbarreto/data/uploads/thesis/miguel-marques-ext-abstract.pdf,2021,1,"""Optane"" ""File+System""",Yes,,,,
BPF for storage: an exokernel-inspired approach,https://arxiv.org/abs/2102.12922,2021,7,"""Optane"" ""File+System""",Yes,,,,
HAMS: Hardware Automated Memory-over-Storage for Large-scale Memory Expansion,http://nvmw.ucsd.edu/nvmw2022-program/nvmw2022-data/nvmw2022-paper31-final_version_your_extended_abstract.pdf,2022,0,"""Optane"" ""File+System""",Yes,,,,
Scanns: Towards scalable and concurrent data indexing and searching in high-end computing system,https://ieeexplore.ieee.org/abstract/document/9826114/,2022,6,"""Optane"" ""File+System""",Yes,,,,
Electromagnetic Simulations with 3D FEM and Intel Optane Persistent Memory,https://ieeexplore.ieee.org/abstract/document/9924749/,2022,2,"""Optane"" ""File+System""",Yes,,,,
"{EvFS}: User-level,{Event-Driven} File System for {Non-Volatile} Memory",https://www.usenix.org/conference/hotstorage19/presentation/yoshimura,2019,32,"""Optane"" ""File+System""",Yes,,,,
Bytefs: System support for (CXL-based) memory-semantic solid-state drives,https://dl.acm.org/doi/abs/10.1145/3669940.3707250,2025,2,"""Optane"" ""File+System""",Yes,,,,
First responder: Persistent memory simultaneously as high performance buffer cache and storage,https://www.usenix.org/conference/atc21/presentation/song,2021,15,"""Optane"" ""File+System""",Yes,,,,
[CITATION] Towards Unified Intelligent High Performance Computing Storage Systems,,,0,"""Optane"" ""File+System""",No,,,,
A Data Optimizer for Region-Aware Self-describing Files in Scientific Computing,https://dl.acm.org/doi/abs/10.1145/3698038.3698526,2024,1,"""Optane"" ""File+System""",Yes,,,,
Metawbc: Posix-compliant metadata write-back caching for distributed file systems,https://ieeexplore.ieee.org/abstract/document/10046054/,2022,7,"""Optane"" ""File+System""",Yes,,,,
Finchfs: A High-Performance Ad-Hoc File System Balancing Metadata Scalability and Rename Flexibility,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5165945,,0,"""Optane"" ""File+System""",No,,,,
RCache: A Read-Intensive Workload-Aware Page Cache for NVM Filesystem,https://zte.magtechjournal.com/EN/10.12142/ZTECOM.202301011,2023,0,"""Optane"" ""File+System""",Yes,,,,
Reducing the impact of i/o contention in numerical weather prediction workflows at scale using daos,https://dl.acm.org/doi/abs/10.1145/3659914.3659926,2024,3,"""Optane"" ""File+System""",Yes,,,,
Characterizing non-volatile memory transactional systems,http://nvmw.ucsd.edu/nvmw2021-program/nvmw2021-data/nvmw2021-paper68-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""File+System""",No,,,,
Processing in storage class memory,https://www.usenix.org/conference/hotstorage20/presentation/nider,2020,18,"""Optane"" ""File+System""",Yes,,,,
pNOVA: Optimizing shared file I/O operations of NVM file system on manycore servers,https://dl.acm.org/doi/abs/10.1145/3343737.3343748,2019,20,"""Optane"" ""File+System""",Yes,,,,
A Systematic Configuration Space Exploration of the Linux Kyber I/O Scheduler,https://dl.acm.org/doi/abs/10.1145/3629527.3651416,2024,1,"""Optane"" ""File+System""",Yes,,,,
montage: NVM-based scalable synchronization framework for crash-consistent file systems,https://link.springer.com/article/10.1007/s10586-021-03329-w,2021,1,"""Optane"" ""File+System""",Yes,,,,
{XRP}:{In-Kernel} storage functions with {eBPF},https://www.usenix.org/conference/osdi22/presentation/zhong,2022,103,"""Optane"" ""File+System""",Yes,,,,
AUGEFS: A Scalable Userspace Log-Structured File System for Modern SSDs,https://www.msstconference.org/MSST-history/2024/Papers/msst24-7.2.pdf,,0,"""Optane"" ""File+System""",No,,,,
PMicroProfile: A Micro-Architecture Aware Persistent Memory Profiling Framework,https://atlarge-research.com/pdfs/breukelen2023thesis.pdf,2023,0,"""Optane"" ""File+System""",Yes,,,,
Experience and performance of persistent memory for the DUNE data acquisition system,https://ieeexplore.ieee.org/abstract/document/9443101/,2021,6,"""Optane"" ""File+System""",Yes,,,,
Fragpicker: A new defragmentation tool for modern storage devices,https://dl.acm.org/doi/abs/10.1145/3477132.3483593,2021,33,"""Optane"" ""File+System""",Yes,,,,
Silhouette: Leveraging Consistency Mechanisms to Detect Bugs in Persistent {Memory-Based} File Systems,https://www.usenix.org/conference/fast25/presentation/jiao,2025,0,"""Optane"" ""File+System""",Yes,,,,
Concurrent file metadata structure using readers-writer lock,https://dl.acm.org/doi/abs/10.1145/3412841.3441992,2021,7,"""Optane"" ""File+System""",Yes,,,,
Finding and Analyzing Crash-Consistency Bugs in Persistent-Memory File Systems,https://arxiv.org/abs/2204.06066,2022,0,"""Optane"" ""File+System""",Yes,,,,
Unifying the data center caching layer: Feasible? profitable?,https://dl.acm.org/doi/abs/10.1145/3465332.3470884,2021,7,"""Optane"" ""File+System""",Yes,,,,
Characterizing and optimizing remote persistent memory with {RDMA} and {NVM},https://www.usenix.org/conference/atc21/presentation/wei,2021,47,"""Optane"" ""File+System""",Yes,,,,
A High-Performance Collective I/O Framework Leveraging Node-Local Persistent Memory,https://link.springer.com/chapter/10.1007/978-3-031-69766-1_13,2024,0,"""Optane"" ""File+System""",Yes,,,,
Flatstore: An efficient log-structured key-value storage engine for persistent memory,https://dl.acm.org/doi/abs/10.1145/3373376.3378515,2020,195,"""Optane"" ""File+System""",Yes,,,,
Implications of small memory and fast storage in emerging computing devices,https://ieeexplore.ieee.org/abstract/document/9532424/,2020,3,"""Optane"" ""File+System""",Yes,,,,
Wear-leveling-aware buddy-like memory allocator for persistent memory file systems,https://www.sciencedirect.com/science/article/pii/S0167739X23003114,2024,0,"""Optane"" ""File+System""",Yes,,,,
KLOCs: kernel-level object contexts for heterogeneous memory systems,https://dl.acm.org/doi/abs/10.1145/3445814.3446745,2021,27,"""Optane"" ""File+System""",Yes,,,,
DAOS Beyond Persistent Memory: Architecture and Initial Performance Results,https://link.springer.com/chapter/10.1007/978-3-031-40843-4_26,2023,2,"""Optane"" ""File+System""",Yes,,,,
Design and optimization of a distributed file system based on RDMA,https://www.mdpi.com/2076-3417/13/15/8670,2023,5,"""Optane"" ""File+System""",Yes,,,,
StorStack: A full-stack design for in-storage file systems,https://www.sciencedirect.com/science/article/pii/S1383762125000207,2025,1,"""Optane"" ""File+System""",Yes,,,,
"The past, present and future of indexing on persistent memory",https://dl.acm.org/doi/abs/10.14778/3554821.3554897,2022,16,"""Optane"" ""File+System""",Yes,,,,
Towards fast crash-consistent cluster checkpointing,https://ieeexplore.ieee.org/abstract/document/9926330/,2022,2,"""Optane"" ""File+System""",Yes,,,,
Hardening the NOVA File System,https://escholarship.org/uc/item/9278h2ww,2017,0,"""Optane"" ""File+System""",No,,,,
Performance Evaluation of Object Storages (NHR2022),https://xn--gttinger-rechenzentrum-uhc.de/pdf/Performance_Evaluation_of_Object_Storages_NHR2022_.pdf,2022,1,"""Optane"" ""File+System""",Yes,,,,
PhatKV: Towards an Efficient Metadata Engine for KV-based File Systems on Modern SSD,https://www.msstconference.org/MSST-history/2024/Papers/msst24-9.3.pdf,,0,"""Optane"" ""File+System""",No,,,,
Scj: Segment cleaning journaling for log-structured file systems,https://ieeexplore.ieee.org/abstract/document/9580883/,2021,5,"""Optane"" ""File+System""",Yes,,,,
pmmeter: A microbenchmark for understanding synchronization cost on persistent memory,https://ieeexplore.ieee.org/abstract/document/10066607/,2023,1,"""Optane"" ""File+System""",Yes,,,,
NICFS: a file system based on persistent memory and SmartNIC,https://link.springer.com/article/10.1631/fitee.2200469,2023,1,"""Optane"" ""File+System""",Yes,,,,
A Novel Persistent In-memory Filesystem for the Fusion of Memory and Storage,https://ieeexplore.ieee.org/abstract/document/9064096/,2019,1,"""Optane"" ""File+System""",Yes,,,,
Towards Bug-free Persistent Memory Applications,https://iangneal.github.io/assets/pdf/nvmw2021-paper38-final.pdf,,0,"""Optane"" ""File+System""",No,,,,
HasFS: optimizing file system consistency mechanism on NVM-based hybrid storage architecture,https://link.springer.com/article/10.1007/s10586-019-03023-y,2020,12,"""Optane"" ""File+System""",Yes,,,,
Performance Analysis of DRAM Cache by Comparing Intel Optane DC Persistent Memory Operating Modes,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE10475005,2020,0,"""Optane"" ""File+System""",Yes,,,,
Survey of storage systems for high-performance computing,https://centaur.reading.ac.uk/77664,2018,49,"""Optane"" ""File+System""",No,,,,
Rethinking the Performance/Cost of Persistent Memory and SSDs,http://nvmw.ucsd.edu/nvmw2022-program/nvmw2022-data/nvmw2022-final51.pdf,,0,"""Optane"" ""File+System""",No,,,,
Caching support for CHFS node-local persistent memory file system,https://ieeexplore.ieee.org/abstract/document/9835238/,2022,1,"""Optane"" ""File+System""",Yes,,,,
Cache or direct access? revitalizing cache in heterogeneous memory file system,https://dl.acm.org/doi/abs/10.1145/3609308.3625272,2023,2,"""Optane"" ""File+System""",Yes,,,,
Evaluating intel 3d-xpoint nvdimm persistent memory in the context of a key-value store,https://ieeexplore.ieee.org/abstract/document/9238605/,2020,6,"""Optane"" ""File+System""",Yes,,,,
"Performance characterization of modern storage stacks: Posix i/o, libaio, spdk, and io_uring",https://dl.acm.org/doi/abs/10.1145/3578353.3589545,2023,13,"""Optane"" ""File+System""",Yes,,,,
High-availability in-memory key-value store using RDMA and Optane DCPMM,https://link.springer.com/article/10.1007/s11704-022-1123-8,2023,3,"""Optane"" ""File+System""",Yes,,,,
Dash: Scalable hashing on persistent memory,https://arxiv.org/abs/2003.07302,2003,183,"""Optane"" ""File+System""",No,,,,
BaM: A case for enabling fine-grain high throughput GPU-orchestrated access to storage,https://www.academia.edu/download/114662378/2203.04910v2.pdf,2022,12,"""Optane"" ""File+System""",Yes,,,,
Pangolin: A {Fault-Tolerant} persistent memory programming library,https://www.usenix.org/conference/atc19/presentation/zhang-lu,2019,88,"""Optane"" ""File+System""",Yes,,,,
Analysis and Optimization of GNN-Based Recommender Systems on Persistent Memory,https://arxiv.org/abs/2207.11918,2022,0,"""Optane"" ""File+System""",Yes,,,,
Rio: Order-preserving and cpu-efficient remote storage access,https://dl.acm.org/doi/abs/10.1145/3552326.3567495,2023,10,"""Optane"" ""File+System""",Yes,,,,
Crash consistent non-volatile memory express,https://dl.acm.org/doi/abs/10.1145/3477132.3483592,2021,17,"""Optane"" ""File+System""",Yes,,,,
Accelerating In Situ Analysis using Non-volatile Memory,https://dl.acm.org/doi/abs/10.1145/3624062.3624176,2023,1,"""Optane"" ""File+System""",Yes,,,,
Fast Persistent Memory Crash Consistency Analysis based on Virtual Machines,https://os.itec.kit.edu/downloads/2023_BA_Oder_Fast_Crash_Consistency.pdf,2023,0,"""Optane"" ""File+System""",Yes,,,,
Contour: A process variation aware wear-leveling mechanism for inodes of persistent memory file systems,https://ieeexplore.ieee.org/abstract/document/9117177/,2020,7,"""Optane"" ""File+System""",Yes,,,,
An Efficient Journaling Mechanism in Lustre File System for Fast Storage Devices,https://s-space.snu.ac.kr/handle/10371/143627,2018,0,"""Optane"" ""File+System""",No,,,,
{pFSCK}: Accelerating File System Checking and Repair for Modern Storage,https://www.usenix.org/conference/fast21/presentation/domingo,2021,10,"""Optane"" ""File+System""",Yes,,,,
Unification of Temporary Storage in the {NodeKernel} Architecture,https://www.usenix.org/conference/atc19/presentation/stuedi,2019,40,"""Optane"" ""File+System""",Yes,,,,
{ODINFS}: Scaling {PM} performance with opportunistic delegation,https://www.usenix.org/conference/osdi22/presentation/zhou-diyu,2022,31,"""Optane"" ""File+System""",Yes,,,,
Accelerating I/O in Distributed Data Processing Systems with Apache Arrow CHFS,https://ieeexplore.ieee.org/abstract/document/10321849/,2023,2,"""Optane"" ""File+System""",Yes,,,,
Filesystem fragmentation on modern storage systems,https://dl.acm.org/doi/abs/10.1145/3611386,2023,6,"""Optane"" ""File+System""",Yes,,,,
[C] Faster access to more data,,2022,2,"""Optane"" ""File+System""",Yes,,,,
Metall: A persistent memory allocator for data-centric analytics,https://www.sciencedirect.com/science/article/pii/S0167819122000114,2022,14,"""Optane"" ""File+System""",Yes,,,,
Th-dpms: Design and implementation of an rdma-enabled distributed persistent memory storage system,https://dl.acm.org/doi/abs/10.1145/3412852,2020,24,"""Optane"" ""File+System""",Yes,,,,
Transparently achieving high performance for applications on Persistent Memory,https://repositories.lib.utexas.edu/items/39c20877-2fc1-4cf8-9ba7-b9bc57d081de,2023,0,"""Optane"" ""File+System""",Yes,,,,
FragTracer: Real-time fragmentation monitoring tool for F2FS file system,https://www.mdpi.com/1424-8220/23/9/4488,2023,1,"""Optane"" ""File+System""",Yes,,,,
Persistent memory object storage and indexing for scientific computing,https://ieeexplore.ieee.org/abstract/document/9306949/,2020,12,"""Optane"" ""File+System""",Yes,,,,
An Efficient Bucket Logging for Persistent Memory,https://link.springer.com/chapter/10.1007/978-3-030-85896-4_13,2021,0,"""Optane"" ""File+System""",Yes,,,,
Crash Consistency Testing for Cross-Media File Systems using Persistent Memory and NVMe,https://os.itec.kit.edu/downloads/2023_BA_W%C3%A4ldele_Cross-Media_Crash_Consistency.pdf,2023,0,"""Optane"" ""File+System""",Yes,,,,
Scalable indexing and search in high-end computing systems,https://search.proquest.com/openview/7eafaa3272d6b6c7b1251bc31ba45337/1?pq-origsite=gscholar&cbl=18750&diss=y,2023,1,"""Optane"" ""File+System""",Yes,,,,
"Tiered Storage in Modern Key-Value Stores: Performance, Storage-Efficiency, and Cost-Efficiency Considerations",https://ieeexplore.ieee.org/abstract/document/10488241/,2024,3,"""Optane"" ""File+System""",Yes,,,,
PHPRX: An Efficient Hash Table for Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3409964.3461820,2021,2,"""Optane"" ""File+System""",Yes,,,,
Breaking barriers: Expanding gpu memory with sub-two digit nanosecond latency cxl controller,https://dl.acm.org/doi/abs/10.1145/3655038.3665953,2024,4,"""Optane"" ""File+System""",Yes,,,,
FaultyRank: A graph-based parallel file system checker,https://ieeexplore.ieee.org/abstract/document/10177387/,2023,3,"""Optane"" ""File+System""",Yes,,,,
On the implications of heterogeneous memory tiering on spark in-memory analytics,https://ieeexplore.ieee.org/abstract/document/10196534/,2023,3,"""Optane"" ""File+System""",Yes,,,,
Improvements in Crash Consistency Testing for Persistent Memory File Systems,https://dl.gi.de/items/1749208f-8c17-4004-8606-21e6400f0375,2024,0,"""Optane"" ""File+System""",Yes,,,,
Simplifying and Accelerating NOR Flash I/O Stack for RAM-Restricted Microcontrollers,https://dl.acm.org/doi/abs/10.1145/3676641.3716272,2025,0,"""Optane"" ""File+System""",Yes,,,,
Gengar: an RDMA-based distributed hybrid memory pool,https://ieeexplore.ieee.org/abstract/document/9546450/,2021,6,"""Optane"" ""File+System""",Yes,,,,
COSMA: An Efficient Concurrency-Oriented Space Management Scheme for In-memory File Systems,https://ieeexplore.ieee.org/abstract/document/9283604/,2020,0,"""Optane"" ""File+System""",Yes,,,,
File Systems are not Enough: Rethinking the Storage API for Microsecond-Scale Cloud Applications,https://homes.cs.washington.edu/~patelp1/papers/fasl-preprint.pdf,,0,"""Optane"" ""File+System""",No,,,,
Cache-coherent accelerators for persistent memory crash consistency,https://dl.acm.org/doi/abs/10.1145/3538643.3539752,2022,12,"""Optane"" ""File+System""",Yes,,,,
