Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
Extending In-Memory OLTP with Persistent Memory.,https://www.adms-conf.org/2021-camera-ready/avni_adms21.pdf,2021,2,"""Optane"" ""Storage+Engine""",Yes,,,,
Hyte: A Hotness-Aware Hybrid DRAM-PM Native Table Storage Engine,https://ieeexplore.ieee.org/abstract/document/10985788/,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
LATTE: A native table engine on NVMe storage,https://ieeexplore.ieee.org/abstract/document/9101472/,2020,10,"""Optane"" ""Storage+Engine""",Yes,,,,
A Study of LS-DYNA® Implicit Running the Rolls-Royce® Large Representative Engine Model with Intel® Optane™ DC Persistent Memory Technology,https://lsdyna.ansys.com/wp-content/uploads/attachments/t8-1-f-computing-technology-188.pdf,,0,"""Optane"" ""Storage+Engine""",No,,,,
Reducing relational database performance bottlenecks using 3D XPoint storage technology,https://ieeexplore.ieee.org/abstract/document/8456140/,2018,12,"""Optane"" ""Storage+Engine""",No,,,,
Constructing a scalable key-value store engine on multidisk system,https://link.springer.com/article/10.1007/s11227-024-06725-2,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
A gpu-accelerated compaction strategy for lsm-based key-value store system,https://www.msstconference.org/MSST-history/2024/Papers/msst24-3.3.pdf,2024,3,"""Optane"" ""Storage+Engine""",Yes,,,,
{XRP}:{In-Kernel} storage functions with {eBPF},https://www.usenix.org/conference/osdi22/presentation/zhong,2022,103,"""Optane"" ""Storage+Engine""",Yes,,,,
An empirical evaluation of nvm-aware file systems on intel optane dc persistent memory modules,https://www.mdpi.com/2079-9292/10/16/1977,2021,13,"""Optane"" ""Storage+Engine""",Yes,,,,
Persistent memory I/O primitives,https://dl.acm.org/doi/abs/10.1145/3329785.3329930,2019,126,"""Optane"" ""Storage+Engine""",Yes,,,,
Concurrency Control for High-Performance Storage Engines,https://search.proquest.com/openview/f7e7dda1e014f8fab9f00165611384bc/1?pq-origsite=gscholar&cbl=2026366&diss=y,2024,2,"""Optane"" ""Storage+Engine""",Yes,,,,
[C] Efficient Migrations Between Storage Tiers with PrismDB,,,0,"""Optane"" ""Storage+Engine""",No,,,,
Hockey: A hybrid pmem-ssd storage engine for analytical database,https://dl.acm.org/doi/abs/10.1145/3511808.3557165,2022,1,"""Optane"" ""Storage+Engine""",Yes,,,,
FlyDB: Query Optimization of Blockchain System Based on Hybrid Storage Architecture,https://ieeexplore.ieee.org/abstract/document/10212824/,2023,1,"""Optane"" ""Storage+Engine""",Yes,,,,
Persistent memory research in the post-optane era,https://dl.acm.org/doi/abs/10.1145/3609308.3625268,2023,22,"""Optane"" ""Storage+Engine""",Yes,,,,
Daos: A scale-out high performance storage stack for storage class memory,https://library.oapen.org/bitstream/handle/20.500.12657/39588/1/2020_Book_SupercomputingFrontiers.pdf#page=48,2020,75,"""Optane"" ""Storage+Engine""",Yes,,,,
Chameleondb: a key-value store for optane persistent memory,https://dl.acm.org/doi/abs/10.1145/3447786.3456237,2021,96,"""Optane"" ""Storage+Engine""",Yes,,,,
Evaluating intel 3d-xpoint nvdimm persistent memory in the context of a key-value store,https://ieeexplore.ieee.org/abstract/document/9238605/,2020,6,"""Optane"" ""Storage+Engine""",Yes,,,,
Assessing non-volatile memory in modern heterogeneous storage landscape using a write-optimized storage stack,https://gvdb23.informatik.uni-stuttgart.de/wp-content/uploads/2023/06/GvDB2023_Karim.pdf,2023,2,"""Optane"" ""Storage+Engine""",Yes,,,,
Performance Analytics of Graph Algorithms Using Intel Optane DC Persistent Memory,https://search.proquest.com/openview/59840d772290d600c1b8a7f566c93e15/1?pq-origsite=gscholar&cbl=18750&diss=y,2021,0,"""Optane"" ""Storage+Engine""",Yes,,,,
{Side-Channel} Attacks on Optane Persistent Memory,https://www.usenix.org/conference/usenixsecurity23/presentation/liu-sihang,2023,23,"""Optane"" ""Storage+Engine""",Yes,,,,
Performance analysis of 3D XPoint SSDs in virtualized and non-virtualized environments,https://ieeexplore.ieee.org/abstract/document/8644859/,2018,19,"""Optane"" ""Storage+Engine""",No,,,,
Lessons learned from the early performance evaluation of Intel optane DC persistent memory in DBMS,https://dl.acm.org/doi/abs/10.1145/3399666.3399898,2020,46,"""Optane"" ""Storage+Engine""",Yes,,,,
Baidu Feed Stream Services Restructures Its In-Memory Database with Intel® Optane™ Technology,https://www.intel.com/content/dam/www/public/us/en/documents/case-studies/baidu-feed-case-study.pdf,2020,3,"""Optane"" ""Storage+Engine""",Yes,,,,
A case study of migrating RocksDB on Intel optane persistent memory,https://ieeexplore.ieee.org/abstract/document/9605438/,2021,3,"""Optane"" ""Storage+Engine""",Yes,,,,
Design and implementation of SCM and SSD based hybrid key-value store,https://dl.acm.org/doi/abs/10.1145/3349341.3349469,2019,3,"""Optane"" ""Storage+Engine""",Yes,,,,
BypassD: Enabling fast userspace access to shared SSDs,https://dl.acm.org/doi/abs/10.1145/3617232.3624854,2024,3,"""Optane"" ""Storage+Engine""",Yes,,,,
DAOS Beyond Persistent Memory: Architecture and Initial Performance Results,https://link.springer.com/chapter/10.1007/978-3-031-40843-4_26,2023,2,"""Optane"" ""Storage+Engine""",Yes,,,,
Efficient compactions between storage tiers with prismdb,https://dl.acm.org/doi/abs/10.1145/3582016.3582052,2023,7,"""Optane"" ""Storage+Engine""",Yes,,,,
The Embedded IoT Time Series Database for Hybrid Solid‐State Storage System,https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/9948533,2021,8,"""Optane"" ""Storage+Engine""",Yes,,,,
Lb+ trees: Optimizing persistent index performance on 3dxpoint memory,https://dl.acm.org/doi/abs/10.14778/3384345.3384355,2020,144,"""Optane"" ""Storage+Engine""",Yes,,,,
Rethinking key-value store for byte-addressable optane persistent memory,https://dl.acm.org/doi/abs/10.1145/3489517.3530535,2022,3,"""Optane"" ""Storage+Engine""",Yes,,,,
Falcon: Fast OLTP engine for persistent cache and non-volatile memory,https://dl.acm.org/doi/abs/10.1145/3600006.3613141,2023,11,"""Optane"" ""Storage+Engine""",Yes,,,,
Platform storage performance with 3D XPoint technology,https://ieeexplore.ieee.org/abstract/document/8003284/,2017,302,"""Optane"" ""Storage+Engine""",No,,,,
Managing Very Large Datasets on Directly Attached NVMe Arrays,https://link.springer.com/chapter/10.1007/978-3-031-74097-8_9,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
A LLM Checkpointing System of the Hybrid Memory Architecture,https://ieeexplore.ieee.org/abstract/document/10885366/,2024,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Characterizing the performance of intel optane persistent memory: A close look at its on-dimm buffering,https://dl.acm.org/doi/abs/10.1145/3492321.3519556,2022,65,"""Optane"" ""Storage+Engine""",Yes,,,,
Building blocks for persistent memory: How to get the most out of your new memory?,https://link.springer.com/article/10.1007/s00778-020-00622-9,2020,39,"""Optane"" ""Storage+Engine""",Yes,,,,
Improving database performance by leveraging network-assisted logging,https://www.sciencedirect.com/science/article/pii/S0167739X25000809,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Maintaining Inter-Layer Equilibrium in Hierarchical-Storage-based KV Store,https://dl.acm.org/doi/abs/10.1145/3722224,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Splitdb: closing the performance gap for lsm-tree-based key-value stores,https://ieeexplore.ieee.org/abstract/document/10295418/,2023,6,"""Optane"" ""Storage+Engine""",Yes,,,,
Spitfire: A three-tier buffer manager for volatile and non-volatile memory,https://dl.acm.org/doi/abs/10.1145/3448016.3452819,2021,60,"""Optane"" ""Storage+Engine""",Yes,,,,
[C] Efficient state management with persistent memory,,2024,2,"""Optane"" ""Storage+Engine""",Yes,,,,
Lock-free concurrent level hashing for persistent memory,https://www.usenix.org/conference/atc20/presentation/chen,2020,99,"""Optane"" ""Storage+Engine""",Yes,,,,
Challenges and solutions for fast remote persistent memory access,https://dl.acm.org/doi/abs/10.1145/3419111.3421294,2020,60,"""Optane"" ""Storage+Engine""",Yes,,,,
Evaluating persistent memory range indexes: Part two,https://dl.acm.org/doi/abs/10.14778/3551793.3551808,2022,24,"""Optane"" ""Storage+Engine""",Yes,,,,
PhatKV: Towards an Efficient Metadata Engine for KV-based File Systems on Modern SSD,https://www.msstconference.org/MSST-history/2024/Papers/msst24-9.3.pdf,,0,"""Optane"" ""Storage+Engine""",No,,,,
Disperse Access Considered Energy Inefficiency in Intel Optane DC Persistent Memory Servers,https://ieeexplore.ieee.org/abstract/document/9355739/,2020,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Moonkv: optimizing update-intensive workloads for nvm-based key-value stores,https://ieeexplore.ieee.org/abstract/document/10415821/,2023,1,"""Optane"" ""Storage+Engine""",Yes,,,,
Characterizing and modeling non-volatile memory systems,https://ieeexplore.ieee.org/abstract/document/9251957/,2020,125,"""Optane"" ""Storage+Engine""",Yes,,,,
"Michael Henneckel (), Jeff Olivier², Tom Nabarro³, Liang Zhen¹®.",https://books.google.com/books?hl=en&lr=&id=XPPSEAAAQBAJ&oi=fnd&pg=PA353&dq=%27optane%27+%2B+%27storage+engine%27&ots=TnJ9voFkpM&sig=kMcjD7nUxoQmvoEVVjv_uRjV7aE,2023,0,"""Optane"" ""Storage+Engine""",Yes,,,,
A New IoT Storage System Based on Raw NVM,https://ieeexplore.ieee.org/abstract/document/10020847/,2022,2,"""Optane"" ""Storage+Engine""",Yes,,,,
Disaggregated database systems,https://dl.acm.org/doi/abs/10.1145/3555041.3589403,2023,20,"""Optane"" ""Storage+Engine""",Yes,,,,
Eukv: Enabling efficient updates for hybrid pm-dram key-value store,https://ieeexplore.ieee.org/abstract/document/10080965/,2023,2,"""Optane"" ""Storage+Engine""",Yes,,,,
A large scale graph processing using Low Latency Optane SSD,https://www.researchgate.net/profile/Muhammad-Umair-18/publication/334049910_A_large_scale_graph_processing_using_Low_Latency_Optane_SSD/links/5f3a771f92851cd302fe1e55/A-large-scale-graph-processing-using-Low-Latency-Optane-SSD.pdf,2019,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Disco: A Compact Index for LSM-trees,https://dl.acm.org/doi/abs/10.1145/3709683,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Understanding the idiosyncrasies of real persistent memory,https://dl.acm.org/doi/abs/10.14778/3436905.3436921,2020,86,"""Optane"" ""Storage+Engine""",Yes,,,,
How can we leverage persistent memory in cloud-native database systems?,https://par.nsf.gov/servlets/purl/10332575,2020,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Understanding daos storage performance scalability,https://dl.acm.org/doi/abs/10.1145/3581576.3581577,2023,9,"""Optane"" ""Storage+Engine""",Yes,,,,
PerMA-bench: benchmarking persistent memory access,https://dl.acm.org/doi/abs/10.14778/3551793.3551807,2022,26,"""Optane"" ""Storage+Engine""",Yes,,,,
A NUMA-aware Graph Database for Hybrid Memory System,https://ieeexplore.ieee.org/abstract/document/10491661/,2023,1,"""Optane"" ""Storage+Engine""",Yes,,,,
Write Behind Logging (WBL): Optimizing LSM-Tree based Key-Value Store with Persistent Memory,https://s-space.snu.ac.kr/handle/10371/187790,2022,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Octopus+: An RDMA-Enabled Distributed Persistent Memory File System,https://dl.acm.org/doi/abs/10.1145/3448418,2021,283,"""Optane"" ""Storage+Engine""",Yes,,,,
Exploiting Directly-Attached NVMe Arrays in DBMS.,https://www.vldb.org/cidrdb/papers/2020/p16-haas-cidr20.pdf,2020,73,"""Optane"" ""Storage+Engine""",Yes,,,,
Power-optimized deployment of key-value stores using storage class memory,https://dl.acm.org/doi/abs/10.1145/3511905,2022,12,"""Optane"" ""Storage+Engine""",Yes,,,,
The evolution of leanstore,https://dl.gi.de/items/317cedaa-cd28-4efb-bf7a-b893425b5e3e,2023,17,"""Optane"" ""Storage+Engine""",Yes,,,,
An empirical guide to the behavior and use of scalable persistent memory,https://www.usenix.org/conference/fast20/presentation/yang,2020,569,"""Optane"" ""Storage+Engine""",Yes,,,,
On Usage of Non-Volatile Memory as Primary Storage for Database Management Systems,https://arxiv.org/abs/2502.09431,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Scheduling hpc workflows with intel optane persistent memory,https://ieeexplore.ieee.org/abstract/document/9460699/,2021,7,"""Optane"" ""Storage+Engine""",Yes,,,,
NF-Log: Revisiting Log Writes in Relational Database for Efficient Persistent Memory Utilization,https://dl.acm.org/doi/abs/10.1145/3555776.3577733,2023,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Improving performance of flash based {Key-Value} stores using storage class memory as a volatile memory extension,https://www.usenix.org/conference/atc21/presentation/kassa,2021,50,"""Optane"" ""Storage+Engine""",Yes,,,,
SPIRIT: Scalable and Persistent In-Memory Indices for Real-Time Search,https://dl.acm.org/doi/abs/10.1145/3703351,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
A Design Proposal for a Unified B-epsilon-tree: Embracing NVM in Memory Hierarchies,https://www.researchgate.net/profile/Sajad-Karim-2/publication/385891179_A_Design_Proposal_for_a_Unified_B-epsilon-tree_Embracing_NVM_in_Memory_Hierarchies/links/6739ceec4a70511f072263c5/A-Design-Proposal-for-a-Unified-B-epsilon-tree-Embracing-NVM-in-Memory-Hierarchies.pdf,2024,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Limon: A Scalable and Stable Key-Value Engine for Fast NVMe Devices,https://ieeexplore.ieee.org/abstract/document/10145832/,2023,2,"""Optane"" ""Storage+Engine""",Yes,,,,
An NVM SSD-based high performance query processing framework for search engines,https://ieeexplore.ieee.org/abstract/document/9738487/,2022,4,"""Optane"" ""Storage+Engine""",Yes,,,,
Hybrid in-memory storage for cloud infrastructure,https://koreascience.kr/article/JAKO202132060863700.page,2021,0,"""Optane"" ""Storage+Engine""",Yes,,,,
[CITATION] Why FPGA actually stands for 'financial program greatly accelerated',,2019,3,"""Optane"" ""Storage+Engine""",Yes,,,,
Non-volatile memory database management systems,https://books.google.com/books?hl=en&lr=&id=386HDwAAQBAJ&oi=fnd&pg=PP2&dq=%27optane%27+%2B+%27storage+engine%27&ots=jnaM-js7te&sig=mZWgQ0RsYcBbuITxhDEBvr83omo,2019,20,"""Optane"" ""Storage+Engine""",Yes,,,,
The art of latency hiding in modern database engines,https://dl.acm.org/doi/abs/10.14778/3632093.3632117,2023,13,"""Optane"" ""Storage+Engine""",Yes,,,,
Hybrid Transactional/Analytical Graph Processing in Modern Memory Hierarchies,https://link.springer.com/chapter/10.1007/978-3-031-74097-8_4,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Rocksdb: Evolution of development priorities in a key-value store serving large-scale applications,https://dl.acm.org/doi/abs/10.1145/3483840,2021,129,"""Optane"" ""Storage+Engine""",Yes,,,,
[CITATION] Adaptive Storage Structures,,2023,1,"""Optane"" ""Storage+Engine""",Yes,,,,
Data management on non-volatile memory: a perspective,https://link.springer.com/article/10.1007/s13222-018-0301-1,2018,17,"""Optane"" ""Storage+Engine""",No,,,,
Reaping the performance of fast {NVM} storage with {uDepot},https://www.usenix.org/conference/fast19/presentation/kourtis,2019,84,"""Optane"" ""Storage+Engine""",Yes,,,,
"The past, present and future of indexing on persistent memory",https://dl.acm.org/doi/abs/10.14778/3554821.3554897,2022,16,"""Optane"" ""Storage+Engine""",Yes,,,,
Cascade lake: Next generation intel xeon scalable processor,https://ieeexplore.ieee.org/abstract/document/8641463/,2019,97,"""Optane"" ""Storage+Engine""",Yes,,,,
Enabling Efficient NVM-Based Text Analytics without Decompression,https://ieeexplore.ieee.org/abstract/document/10597868/,2024,1,"""Optane"" ""Storage+Engine""",Yes,,,,
Exploring the Asynchrony of Slow Memory Filesystem with EasyIO,https://dl.acm.org/doi/abs/10.1145/3627703.3629586,2024,2,"""Optane"" ""Storage+Engine""",Yes,,,,
"Tiered Storage in Modern Key-Value Stores: Performance, Storage-Efficiency, and Cost-Efficiency Considerations",https://ieeexplore.ieee.org/abstract/document/10488241/,2024,3,"""Optane"" ""Storage+Engine""",Yes,,,,
Towards an adaptable systems architecture for memory tiering at warehouse-scale,https://dl.acm.org/doi/abs/10.1145/3582016.3582031,2023,57,"""Optane"" ""Storage+Engine""",Yes,,,,
Krypton: Real-Time Serving and Analytical SQL Engine at ByteDance,https://dl.acm.org/doi/abs/10.14778/3611540.3611545,2023,1,"""Optane"" ""Storage+Engine""",Yes,,,,
Filesystem fragmentation on modern storage systems,https://dl.acm.org/doi/abs/10.1145/3611386,2023,6,"""Optane"" ""Storage+Engine""",Yes,,,,
A NUMA-aware Key-Value Store for Hybrid Memory Architecture,https://ieeexplore.ieee.org/abstract/document/9798134/,2022,2,"""Optane"" ""Storage+Engine""",Yes,,,,
{ADOC}: Automatically Harmonizing Dataflow Between Components in {Log-Structured}{Key-Value} Stores for Improved Performance,https://www.usenix.org/conference/fast23/presentation/yu,2023,24,"""Optane"" ""Storage+Engine""",Yes,,,,
Evaluating DAOS Storage on ARM64 Clients,https://dl.acm.org/doi/abs/10.1145/3581576.3581616,2023,3,"""Optane"" ""Storage+Engine""",Yes,,,,
NVLSM: Virtual Split Compaction on Non-volatile Memory in LSM-Tree KV Stores,https://books.google.com/books?hl=en&lr=&id=4eaLEAAAQBAJ&oi=fnd&pg=PA97&dq=%27optane%27+%2B+%27storage+engine%27&ots=N_CvLimkHh&sig=NaZ8fS7Gk8Huzi8_ZYS062xQrBQ,2022,0,"""Optane"" ""Storage+Engine""",Yes,,,,
From flash to 3D XPoint: Performance bottlenecks and potentials in RocksDB with storage evolution,https://ieeexplore.ieee.org/abstract/document/9238622/,2020,14,"""Optane"" ""Storage+Engine""",Yes,,,,
Intel Optane Data Center Persistent Memory,https://ieeexplore.ieee.org/abstract/document/8875668/,,0,"""Optane"" ""Storage+Engine""",No,,,,
Storage Acceleration,https://www.taylorfrancis.com/chapters/edit/10.1201/9780429353512-19/storage-acceleration-ziye-yang-heqing-zhu,2020,0,"""Optane"" ""Storage+Engine""",Yes,,,,
"Plor: General transactions with predictable, low tail latency",https://dl.acm.org/doi/abs/10.1145/3514221.3517879,2022,24,"""Optane"" ""Storage+Engine""",Yes,,,,
NVLSM: Virtual Split Compaction on Non-volatile Memory in LSM-Tree KV Stores,https://link.springer.com/chapter/10.1007/978-3-031-17548-0_9,2022,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Redesigning high-performance lsm-based key-value stores with persistent cpu caches,https://ieeexplore.ieee.org/abstract/document/10184574/,2023,10,"""Optane"" ""Storage+Engine""",Yes,,,,
Hybrid Transactional/Analytical Graph Processing in Modern Memory,https://books.google.com/books?hl=en&lr=&id=AY1BEQAAQBAJ&oi=fnd&pg=PA90&dq=%27optane%27+%2B+%27storage+engine%27&ots=N8x2T1rdta&sig=umPCJsKkxjqAa9J-tSGokMT5eJw,,0,"""Optane"" ""Storage+Engine""",No,,,,
A parametric I/O model for modern storage devices,https://dl.acm.org/doi/abs/10.1145/3465998.3466003,2021,29,"""Optane"" ""Storage+Engine""",Yes,,,,
Prism: Optimizing key-value store for modern heterogeneous storage devices,https://dl.acm.org/doi/abs/10.1145/3575693.3575722,2023,22,"""Optane"" ""Storage+Engine""",Yes,,,,
DAOS as HPC Storage: Exploring Interfaces,https://ieeexplore.ieee.org/abstract/document/10321870/,2023,4,"""Optane"" ""Storage+Engine""",Yes,,,,
Efficient Data Management with a Flexible Address Space,https://arxiv.org/abs/2011.01024,2011,0,"""Optane"" ""Storage+Engine""",No,,,,
IObrain: An Intelligent Lightweight I/O Recommendation System based on Decision Tree,https://ieeexplore.ieee.org/abstract/document/9763718/,2021,1,"""Optane"" ""Storage+Engine""",Yes,,,,
"Past, present and future of computational storage: A survey",https://arxiv.org/abs/2112.09691,2021,10,"""Optane"" ""Storage+Engine""",Yes,,,,
SkipLSM: Fast Retrieval of Hot Key-Value Pairs on LSM Tree,https://dl.acm.org/doi/abs/10.1145/3672608.3707715,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
AutoPersist: an easy-to-use Java NVM framework based on reachability,https://dl.acm.org/doi/abs/10.1145/3314221.3314608,2019,56,"""Optane"" ""Storage+Engine""",Yes,,,,
Turbohash: A hash table for key-value store on persistent memory,https://dl.acm.org/doi/abs/10.1145/3579370.3594766,2023,6,"""Optane"" ""Storage+Engine""",Yes,,,,
An architecture for memory centric active storage (MCAS),https://arxiv.org/abs/2103.00007,2021,8,"""Optane"" ""Storage+Engine""",Yes,,,,
When caching systems meet emerging storage devices: A case study,https://dl.acm.org/doi/abs/10.1145/3599691.3603413,2023,3,"""Optane"" ""Storage+Engine""",Yes,,,,
Halo: A hybrid PMem-DRAM persistent hash index with fast recovery,https://dl.acm.org/doi/abs/10.1145/3514221.3517884,2022,37,"""Optane"" ""Storage+Engine""",Yes,,,,
Optimizing B+-tree for hybrid memory with in-node hotspot cache and eADR awareness,https://link.springer.com/article/10.1007/s11704-023-3344-x,2024,4,"""Optane"" ""Storage+Engine""",Yes,,,,
Scaling Beyond DRAM Without Compromising Performance,https://link.springer.com/chapter/10.1007/978-3-031-74097-8_6,2025,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Processing in storage class memory,https://www.usenix.org/conference/hotstorage20/presentation/nider,2020,18,"""Optane"" ""Storage+Engine""",Yes,,,,
Processing Persistent Data in Place,https://www.usenix.org/publications/loginonline/processing-persistent-data-place,,0,"""Optane"" ""Storage+Engine""",No,,,,
Zen: A high-throughput log-free OLTP engine for non-volatile main memory,https://dl.acm.org/doi/abs/10.14778/3446095.3446105,2021,36,"""Optane"" ""Storage+Engine""",Yes,,,,
Optimizing storage performance with calibrated interrupts,https://dl.acm.org/doi/abs/10.1145/3505139,2022,31,"""Optane"" ""Storage+Engine""",Yes,,,,
Characterizing the Performance of Intel Optane Persistent Memory,https://ranger.uta.edu/~sjiang/pubs/papers/xiang22-Pmem.pdf,2022,0,"""Optane"" ""Storage+Engine""",Yes,,,,
"Dissecting, designing, and optimizing LSM-based data stores",https://dl.acm.org/doi/abs/10.1145/3514221.3522563,2022,27,"""Optane"" ""Storage+Engine""",Yes,,,,
[C] Viper: An efficient hybrid PMem-DRAM key-value store,,2021,103,"""Optane"" ""Storage+Engine""",Yes,,,,
A High-Performance Persistent Memory Key-Value Store with Near-Memory Compute,https://arxiv.org/abs/2104.06225,2021,0,"""Optane"" ""Storage+Engine""",Yes,,,,
Th-dpms: Design and implementation of an rdma-enabled distributed persistent memory storage system,https://dl.acm.org/doi/abs/10.1145/3412852,2020,24,"""Optane"" ""Storage+Engine""",Yes,,,,
Persistent memory disaggregation for cloud-native relational databases,https://dl.acm.org/doi/abs/10.1145/3582016.3582055,2023,17,"""Optane"" ""Storage+Engine""",Yes,,,,
Optimizing memory-mapped {I/O} for fast storage devices,https://www.usenix.org/conference/atc20/presentation/papagiannis,2020,63,"""Optane"" ""Storage+Engine""",Yes,,,,
Kvell: the design and implementation of a fast persistent key-value store,https://dl.acm.org/doi/abs/10.1145/3341301.3359628,2019,187,"""Optane"" ""Storage+Engine""",Yes,,,,
